id,vote_event_id,option,value
9096d3f0-7323-4967-af6a-9135fcfa06ca,ocd-vote/2cffa784-9fb1-40a6-adba-ced648b6bbf2,no,3
fd1d2ddb-30bd-412b-90ec-f376f7a7c293,ocd-vote/2cffa784-9fb1-40a6-adba-ced648b6bbf2,yes,155
59979a4c-48ed-44c4-b2f9-b66135316406,ocd-vote/c1c1138d-c7ee-4ab2-8b47-45da04efe8a6,no,16
20bbac4f-dab7-4e88-9ce0-3bcb655fd954,ocd-vote/c1c1138d-c7ee-4ab2-8b47-45da04efe8a6,yes,139
85c04f93-505a-4ba9-a3ab-1f09c56eaa60,ocd-vote/0f3d633d-3102-4567-8d13-6a9f31994d6e,no,22
fa821dd2-1683-4822-93f7-96fc6230b9cc,ocd-vote/0f3d633d-3102-4567-8d13-6a9f31994d6e,yes,133
c24b93b8-6607-4bdb-a80c-9d07ed09042a,ocd-vote/933284d1-3f10-495f-8268-1f1d158badcc,no,136
63d8e606-d48b-4b89-b9a8-ba1e42d3c09a,ocd-vote/933284d1-3f10-495f-8268-1f1d158badcc,yes,21
1b9d1e5d-62f3-40fb-bdbd-a9df15389610,ocd-vote/b4790909-d969-444a-91f8-2fb715ab1490,no,126
58126bb3-8a72-4e23-a7b2-f7471bd05454,ocd-vote/b4790909-d969-444a-91f8-2fb715ab1490,yes,26
6753a82a-3f2c-4514-aebd-464ec63208d5,ocd-vote/29ac4432-3235-42c9-8de5-4cb2928b442e,no,0
90da66fd-c2fc-45fe-9631-dfecdc5eebf7,ocd-vote/29ac4432-3235-42c9-8de5-4cb2928b442e,yes,158
8259928f-f19c-4a1b-8c5b-151777b5b54f,ocd-vote/5af8e464-7093-479a-8dd5-5e7bc9f6d9ed,no,1
819eb2f7-e892-4032-98cc-fa75dd8afbc7,ocd-vote/5af8e464-7093-479a-8dd5-5e7bc9f6d9ed,yes,149
332e714c-8b72-45a8-b192-a489d0e4b97a,ocd-vote/813690dc-a662-425f-8cab-14739b5ef67b,no,14
9ce804e8-57cb-4457-b080-17f774f8e081,ocd-vote/813690dc-a662-425f-8cab-14739b5ef67b,yes,141
bf6911db-70ba-45d1-bc86-852818c05528,ocd-vote/b9e51f8c-d009-4f97-b96e-c2e836619088,no,0
dcee370b-f3e4-4148-ac05-4189569d8451,ocd-vote/b9e51f8c-d009-4f97-b96e-c2e836619088,yes,154
ffe93836-9a94-4c3a-80b8-73aeeef951b2,ocd-vote/6d408105-c0cf-4309-8a55-142bc726672a,no,0
e96bf7be-f725-432e-8b8f-aed28dee4a98,ocd-vote/6d408105-c0cf-4309-8a55-142bc726672a,yes,154
d7216a44-5764-4411-9d80-a7f2153fb238,ocd-vote/fc6c1ee3-2e1a-42d6-bccf-68bbee163083,no,3
41c6784a-0425-4504-bad6-54a07fa8ea94,ocd-vote/fc6c1ee3-2e1a-42d6-bccf-68bbee163083,yes,151
f0397825-5980-4635-8897-cb890c16a031,ocd-vote/833389a1-27ab-4a2a-bfdb-41e8cfff2b32,no,8
35e293fa-fb42-4512-ae66-a2defdfbd4e8,ocd-vote/833389a1-27ab-4a2a-bfdb-41e8cfff2b32,yes,147
