id,identifier,motion_text,motion_classification,start_date,result,organization_id,bill_id,bill_action_id,jurisdiction,session_identifier
ocd-vote/64ebd174-ff8e-4748-ae82-9736f335b3c5,,S. 2575 On acceptance,['passage'],2025-07-31T19:31:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/ee784a03-3270-49c3-b0e8-b154aa3b2e00,,Massachusetts,194th
ocd-vote/da2a492f-ea17-486d-ac3c-7f8c298f9d1e,,S. 2543 On enactment,['passage'],2025-07-31T19:42:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/f202dcef-fd72-43dc-b860-f9a52e947b0c,,Massachusetts,194th
ocd-vote/a5474cff-ea5f-44f4-97f5-ed3ae7ae810a,,H. 4530 On passing to be engrossed,['passage'],2025-09-17T18:35:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/691a1698-32d1-47e2-8802-4ee7df2f59a8,,Massachusetts,194th
ocd-vote/c5421d61-0e1e-4839-bc89-c63ee07c9fc6,,Passing the bill to be engrossed,['passage'],2025-09-18,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/e15611bc-e737-4c2b-b693-1d969a57e805,,Massachusetts,194th
ocd-vote/5753a781-7d24-4635-85e3-c24d138e1e58,,"Passing the bill to be engrossed, mr. rodrigues moved to amend the bill by inserting after section 1 the following 2 sections:“section 1a. section 34m of said chapter 90, as so appearing, is hereby amended by striking out, in line 2, the words ‘thirty-four a’ and inserting in place thereof the following words:- 34a or as required under section 32e. section 1b. said section 34m of said chapter 90, as so appearing, is hereby further amended by striking out, in line 32, the words ‘section thirty-four a’ and inserting in place thereof the following words:- sections 34a or 32e.” the amendment was adopted. after remarks, the question on passing the bill to be engrossed",['passage'],2025-09-18,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/b0dacae0-542f-4d62-8c5f-2222095a3adf,,Massachusetts,194th
ocd-vote/368c7869-8af9-4044-b40b-d78d15db6305,,Passing the bill to be engrossed,['passage'],2025-09-25,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/8d819392-f8e4-41a6-b55e-f3758ac2efdc,,Massachusetts,194th
ocd-vote/ec87af09-8bd7-484c-b5e7-cc4d895b5e5b,,H. 4240 Shall item 0330-0300 (Administrative Staff) s,['passage'],2025-10-08T17:26:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/ab320413-f13a-41ae-96eb-8928531be4c6,,H. 4240 Shall item 1231-1000 (Sewer Rate Relief) stan,['passage'],2025-10-08T17:31:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/fc6c1ee3-2e1a-42d6-bccf-68bbee163083,,H. 4240 Shall item 2810-0100 (State Parks and Recreat,['passage'],2025-10-08T17:35:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/43013928-fc03-4198-a4ed-a850ea82c1f9,,H. 4240 Shall item 4000-0051 (Family Resource Centers,['passage'],2025-10-08T17:40:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/0fd6772c-a35b-4957-b490-ea1d6913672b,,H. 4240 Shall item 4000-0641 (Nursing Facility Rate A,['passage'],2025-10-08T17:45:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/9fc13b77-89d9-424c-b599-6a1b53801030,,H. 4240 Shall item 4110-1000 (Community Services for,['passage'],2025-10-08T17:50:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/833389a1-27ab-4a2a-bfdb-41e8cfff2b32,,H. 4240 Shall item 4512-0200 (Bureau of Substance Add,['passage'],2025-10-08T17:54:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/c1c1138d-c7ee-4ab2-8b47-45da04efe8a6,,H. 4240 Shall item 4513-1020 (Early Intervention Serv,['passage'],2025-10-08T18:01:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/e23dbe0a-0088-4385-bdbf-1d806595332f,,H. 4240 Shall item 7002-1091 (Career Technical Instit,['passage'],2025-10-08T18:05:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/0d0180be-92dc-4a8a-bcd1-dd5bcaf96485,,H. 4240 Shall item 7003-0606 (Manufacturing Partnersh,['passage'],2025-10-08T18:09:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/2bf0e08d-918e-4dab-8044-e6f900b559d6,,H. 4240 Shall item 7004-0109 (Shelter Workforce Assis,['passage'],2025-10-08T18:13:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/f122487b-e538-4c95-bfbc-26d60a9e8db4,,H. 4240 Shall item 7004-3036 (Housing Services and Co,['passage'],2025-10-08T18:17:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/9d547297-abd1-4105-a449-70573984be1c,,H. 4240 Shall item 7007-0150 (Regional Economic Devel,['passage'],2025-10-08T18:23:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/ce167467-506c-448a-b2d8-5601409f5eef,,H. 4240 Shall item 7061-9010 (Charter School Reimburs,['passage'],2025-10-08T18:29:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/e5bef553-89a4-4a30-980e-99c1209a32d9,,H. 4240 Shall item 7077-0023 (Tufts Veterinary School,['passage'],2025-10-08T18:35:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5436491a-7a10-4dca-99e1-1fb4cf5e8661,,Massachusetts,194th
ocd-vote/0ca42bbc-013d-44dd-a0ac-ffa172deeb17,,"H. 4601 On adoption of amendment #70, chg",['passage'],2025-10-15T19:20:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/74d58a78-7a5d-44af-b656-98326d3c512a,,Massachusetts,194th
ocd-vote/a4d40bbf-227c-423a-b5f7-781332eb148e,,H. 4601 On adoption of consolidated amendment A,['passage'],2025-10-15T20:07:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/74d58a78-7a5d-44af-b656-98326d3c512a,,Massachusetts,194th
ocd-vote/159f2cec-0ce2-438e-8503-879f4af79f5a,,H. 4601 On adoption of consolidated amendment B,['passage'],2025-10-15T21:37:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/74d58a78-7a5d-44af-b656-98326d3c512a,,Massachusetts,194th
ocd-vote/813690dc-a662-425f-8cab-14739b5ef67b,,H. 4601 On passing to be engrossed,['passage'],2025-10-15T21:41:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/74d58a78-7a5d-44af-b656-98326d3c512a,,Massachusetts,194th
ocd-vote/65211f19-ceb8-4760-8812-06cc4b72bd64,,H. 4645 On passing to be engrossed,['passage'],2025-10-22T17:56:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/66956d38-e70e-441f-a81f-4125a35ef3fa,,Massachusetts,194th
ocd-vote/09ce8bab-df77-40c5-a566-e83a875f66f8,,"H. 4644 On adoption of amendment #17, as changed",['passage'],2025-10-22T18:54:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/0e185d7b-1f37-4c39-b6db-4fbc251e6737,,Massachusetts,194th
ocd-vote/9f2a2a04-bb19-45c2-b926-18a1b56bdaa3,,"H. 4644 On adoption of amendment #5, as changed",['passage'],2025-10-22T19:03:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/0e185d7b-1f37-4c39-b6db-4fbc251e6737,,Massachusetts,194th
ocd-vote/ede72fa9-8b18-4b57-a1bc-b2187bfcd9e3,,H. 4644 On passing to be engrossed,['passage'],2025-10-22T19:10:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/0e185d7b-1f37-4c39-b6db-4fbc251e6737,,Massachusetts,194th
ocd-vote/13fc0a58-6c18-4dd9-8f08-96f2d1f626ed,,H. 4670 On passing to be engrossed,['passage'],2025-10-29T19:14:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/d2c84994-5e25-4632-ac4a-95d722c483b5,,Massachusetts,194th
ocd-vote/754c684c-e974-41bf-881e-18089444b662,,H. 4671 On passing to be engrossed,['passage'],2025-10-29T19:27:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/8d77f3d4-9b72-4cd7-993f-3017fc9ebaf4,,Massachusetts,194th
ocd-vote/590bd269-c0fa-483c-876b-07bcabc36614,,H. 4672 On adoption of amendment #6,['passage'],2025-10-29T20:15:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/77b56ab1-96e9-46e8-8f20-e67bfaeabc85,,Massachusetts,194th
ocd-vote/69c4ab57-738d-45b1-844e-cb81eb533171,,"H. 4672 On adoption of amendment #9, chg",['passage'],2025-10-29T20:26:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/77b56ab1-96e9-46e8-8f20-e67bfaeabc85,,Massachusetts,194th
ocd-vote/46ed9002-bbf6-469d-af44-979afbd75581,,"H. 4672 On adoption of amendment #8, chg",['passage'],2025-10-29T20:32:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/77b56ab1-96e9-46e8-8f20-e67bfaeabc85,,Massachusetts,194th
ocd-vote/0f3d633d-3102-4567-8d13-6a9f31994d6e,,"H. 4672 On adoption of amendment #10, chg",['passage'],2025-10-29T20:35:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/77b56ab1-96e9-46e8-8f20-e67bfaeabc85,,Massachusetts,194th
ocd-vote/dfdbaf76-5a74-40fc-b134-0897dded29b4,,"H. 4672 On adoption of amendment #12, chg",['passage'],2025-10-29T20:41:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/77b56ab1-96e9-46e8-8f20-e67bfaeabc85,,Massachusetts,194th
ocd-vote/1eb66213-6dc8-44c0-bb5a-4936eff1fe4d,,H. 4672 On passing to be engrossed,['passage'],2025-10-29T20:44:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/77b56ab1-96e9-46e8-8f20-e67bfaeabc85,,Massachusetts,194th
ocd-vote/8e13cd8b-1ae9-4435-8f7d-c905cd26144d,,S. 2563 On passing to be engrossed as amended,['passage'],2025-11-05T19:41:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/90267909-0cbb-4c7c-b7fb-d96942583921,,Massachusetts,194th
ocd-vote/b9e51f8c-d009-4f97-b96e-c2e836619088,,"H. 4706 On adoption of amendment #5, chg",['passage'],2025-11-05T20:17:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/c2927836-495d-4cd4-baeb-37e96f7b077b,,Massachusetts,194th
ocd-vote/a6d6b977-3c48-461a-b649-81b052fc3ce7,,H. 4706 On passing to be engrossed,['passage'],2025-11-05T20:21:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/c2927836-495d-4cd4-baeb-37e96f7b077b,,Massachusetts,194th
ocd-vote/8f3d3961-d3a9-4914-8e02-c540674a7b4f,,H. 4750 On adoption of consolidated amendment A,['passage'],2025-11-18T21:46:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5d810b18-1946-4095-b250-bcc51856d64e,,Massachusetts,194th
ocd-vote/2991e221-346c-4559-9658-45af9b501844,,H. 4750 On passing to be engrossed,['passage'],2025-11-18T21:50:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/5d810b18-1946-4095-b250-bcc51856d64e,,Massachusetts,194th
ocd-vote/a485ef29-49eb-421a-a2fd-ef717dbb0847,,H. 4761 On acceptance of the report,['passage'],2025-11-18T21:57:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/21195e3d-cfcf-447c-b62a-f1145529e75b,,Massachusetts,194th
ocd-vote/cb7dfb5f-b8b6-4661-ba4d-969df18db89e,,Adoption of the amendment,['amendment'],2025-11-19,fail,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/50712905-bbca-4981-b04e-1e3bb8f42439,,Massachusetts,194th
ocd-vote/3d4413b8-4ccb-43a4-9b80-7e529a53213c,,Passing the bill to be enacted,['passage'],2025-11-19,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/3cbf3980-56dc-452d-9f77-8ff0755b8b39,,Massachusetts,194th
ocd-vote/e598f057-e15e-4de2-b215-b8c00576203a,,Passing the bill to be enacted,['passage'],2025-11-19,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/50712905-bbca-4981-b04e-1e3bb8f42439,,Massachusetts,194th
ocd-vote/8d0a0d3a-a045-4240-8718-091904b86c54,,Adoption of the amendment,['amendment'],2025-11-19,fail,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/4db3b227-653a-40cc-9ced-fdd429b5d157,,Massachusetts,194th
ocd-vote/606b8285-f6a7-4597-ba11-8b74f6891e49,,"Adoption of the resolutions, mr. tarr moved to amend the resolutions by inserting in line 18 after the word, “supersedes” the following:- “into perpetuity”.  8  article v applications,-rescind.  uncorrected proof. after debate, the question on adoption of the amendment",['amendment'],2025-11-19,fail,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/c29d1da1-7fc2-43ef-ba7c-c63b8284acab,,Massachusetts,194th
ocd-vote/ea3d7a2f-0f8e-49c0-bade-efe489c0727f,,Adoption of the amendment,['amendment'],2025-11-19,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/aade46e5-735e-4b70-a6f1-9f1cdc66e104,,Massachusetts,194th
ocd-vote/ab1b8fc3-3549-4b18-99e9-7a4b090406b7,,Passing the bill to be enacted,['passage'],2025-11-19,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/21195e3d-cfcf-447c-b62a-f1145529e75b,,Massachusetts,194th
ocd-vote/b6d6c6b6-3565-485c-98c6-206fa927bfdb,,"Suspension of the rule be determined by a standing vote, and it was suspended by a vote of 13 to 4.  senate rule 38a.  orders of the day. the orders of the day were further considered as follows: the house bill modernizing the commonwealth’s cannabis laws (house, no. 4206),-was again considered, the main question being on ordering the bill to a third reading. messrs. tarr, montigny, keenan and o'connor moved that the proposed new text be amended by striking, in their entirety, the following sections:- section 8, section 22, section 23, section 25, and section 26.  27  cannabis laws,-modernizing. 26  uncorrected proof. after debate, the question on adoption of the amendment",['amendment'],2025-11-19,fail,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/50712905-bbca-4981-b04e-1e3bb8f42439,,Massachusetts,194th
ocd-vote/2cffa784-9fb1-40a6-adba-ced648b6bbf2,,H. 4692 On adoption of the resolutions,['passage'],2025-11-19T18:39:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/328d8f4c-fc77-44c3-9c69-86a5b51fabaf,,Massachusetts,194th
ocd-vote/29ac4432-3235-42c9-8de5-4cb2928b442e,,S. 2576 On Enactment Land Taking,['passage'],2025-11-19T19:53:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/4db3b227-653a-40cc-9ced-fdd429b5d157,,Massachusetts,194th
ocd-vote/55483f11-0437-407b-9c6c-6460232f5973,,H. 4761 On Enactment,['passage'],2025-11-19T20:13:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/21195e3d-cfcf-447c-b62a-f1145529e75b,,Massachusetts,194th
ocd-vote/54681422-fba5-46d3-963f-c71faaa6d832,,H. 4767 On passing to be engrossed,['passage'],2025-11-19T21:03:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/d2f0d161-a6f6-421f-b15e-e318989d0246,,Massachusetts,194th
ocd-vote/aeab9d6f-be14-411b-91c5-3fed26b19d52,,H. 4362 On Enactment Land Taking,['passage'],2025-11-19T22:48:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/98eac788-8f54-495c-8b4f-73cdeb7ad28e,,Massachusetts,194th
ocd-vote/90f6ed45-8911-4cba-b9bf-00353b45eefa,,H. 4772 On Enactment Land Taking,['passage'],2025-11-19T23:52:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/3cbf3980-56dc-452d-9f77-8ff0755b8b39,,Massachusetts,194th
ocd-vote/cb8ebb27-c998-45b5-9e3b-f7884643ae20,,H. 3417 On passing to be engrossed,['passage'],2026-01-28T19:02:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/089a8feb-44ff-4b0e-ac0b-eb83d5b3b9b6,,Massachusetts,194th
ocd-vote/a7cc84fb-544a-46e7-851b-f7d0786cf6c9,,H. 4994 On passing to be engrossed,['passage'],2026-01-28T19:50:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/4ad57744-cbcc-4ae3-86a4-bf09692f161f,,Massachusetts,194th
ocd-vote/6d408105-c0cf-4309-8a55-142bc726672a,,H. 4314 On Enactment Land Taking,['passage'],2026-01-28T20:27:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/91279233-21d2-42cc-a74b-fd237e927df2,,Massachusetts,194th
ocd-vote/7527aca9-a67b-46bd-8dbc-320e4fec9ddb,,H. 4993 On adoption of amendment #1,['passage'],2026-01-28T20:49:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/591e69e6-9c59-490f-9f54-ccaa40f14a12,,Massachusetts,194th
ocd-vote/085af8a3-93d8-4466-9e06-da2f1d62c921,,H. 4993 On passing to be engrossed,['passage'],2026-01-28T20:59:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/591e69e6-9c59-490f-9f54-ccaa40f14a12,,Massachusetts,194th
ocd-vote/06c8e250-76b8-4601-9bc1-a361ec2d57d8,,Passing the bill to be engrossed,['passage'],2026-01-29,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/4081794f-44b2-40ce-a784-87ea209ee5c3,,Massachusetts,194th
ocd-vote/354d3295-8aaa-4bee-b44d-8b7915db33c7,,Adoption of the amendment,['amendment'],2026-01-29,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/4081794f-44b2-40ce-a784-87ea209ee5c3,,Massachusetts,194th
ocd-vote/87a8460d-d7de-4177-8646-d81ac2bd187f,,Passing the bill to be engrossed,['passage'],2026-01-29,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/49246c41-7ff1-4b92-b291-9b144d2eed47,,Massachusetts,194th
ocd-vote/cdf5e116-8943-4d9b-b32d-f275f5019198,,Passing it to be enacted,['passage'],2026-01-29,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/91279233-21d2-42cc-a74b-fd237e927df2,,Massachusetts,194th
ocd-vote/fb1c8331-d8d6-4ec3-ba5a-d38d309d9a1d,,H. 5094 On passing to be engrossed,['passage'],2026-02-11T20:28:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/afbb97d1-d201-4879-bdaa-4f929451fd13,,Massachusetts,194th
ocd-vote/dfe22731-d22f-4a52-b178-8b1b22d9e46c,,H. 5093 On adoption of amendment #1,['passage'],2026-02-11T20:50:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/dd28e5b2-4c81-4a9e-adc7-561fa7582f51,,Massachusetts,194th
ocd-vote/acca4176-1372-4664-994e-cb291b2b40a0,,H. 5093 On adoption of amendment #3,['passage'],2026-02-11T21:02:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/dd28e5b2-4c81-4a9e-adc7-561fa7582f51,,Massachusetts,194th
ocd-vote/02ed7302-edc0-44fd-bc2c-372d53738d7b,,H. 5093 On passing to be engrossed,['passage'],2026-02-11T21:08:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/dd28e5b2-4c81-4a9e-adc7-561fa7582f51,,Massachusetts,194th
ocd-vote/d26a1895-6784-416f-a0f0-57c4798a2721,,"Adoption of the amendment previously recommended by the committee on ways and means substituting a new draft with the same title (senate, no. 2945), and pending the main question on ordering the bill to a third reading, mr. tarr moved to amend the pending new draft by striking, in line 16, “175,000 miles” and by inserting in place thereof the following:- “150,000 miles”. after remarks, the amendment was rejected. the ways and means amendment was then adopted. the bill (senate, no. 2945) was then ordered to a third reading and read a third time. the question on passing the bill to be engrossed",['passage'],2026-02-12,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/7a979912-7d61-4ab0-bc82-486d9a05616a,,Massachusetts,194th
ocd-vote/9b3ab02f-9450-4dbf-bb70-a2cfaa64488b,,Passing the bill to be engrossed,['passage'],2026-02-12,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/3645cceb-5fc7-44f8-8364-83323139d770,,Massachusetts,194th
ocd-vote/b1fec063-7d1d-4fcc-b9ec-29248acdac03,,Passing the bill to be engrossed,['passage'],2026-02-12,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/67b3bc22-8688-475f-bac8-ea1967d8f9f8,,Massachusetts,194th
ocd-vote/a114c204-dd5b-42a9-8271-ee08014cce18,,Adoption of the amendment,['amendment'],2026-02-12,fail,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/67b3bc22-8688-475f-bac8-ea1967d8f9f8,,Massachusetts,194th
ocd-vote/85493fee-dc20-4ea2-b5ed-4a7087b4e492,,H. 5151 On adoption of amendment #24,['passage'],2026-02-26T22:31:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/3376729f-0c86-412c-8430-f3c0cf97789f,,H. 5151 On adoption of amendment #13,['passage'],2026-02-26T22:42:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/9429699a-fd7d-422f-a101-b331cdd67c20,,H. 5151 On adoption of amendment #105,['passage'],2026-02-26T22:54:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/8ae7faa3-61af-48c7-a148-02ad3edebf10,,H. 5151 On adoption of Consolidated Amendment A,['passage'],2026-02-26T23:14:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/cd6aad54-4db7-4917-92f0-ae8a84d4ad78,,H. 5151 On adoption of amendment #8,['passage'],2026-02-27T00:29:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/b68d3b40-790c-4e50-896a-5553fd1fbaeb,,H. 5151 On adoption of amendment #21,['passage'],2026-02-27T00:38:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/b184e5de-3fad-4270-a99e-de1a60f46e46,,H. 5151 On adoption of amendment #38,['passage'],2026-02-27T00:49:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/d7702dce-2ea5-4cbf-9c44-8e15b3c29d2c,,H. 5151 On adoption of Consolidated Amendment B,['passage'],2026-02-27T01:00:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/d1206143-27d9-4d51-b704-28eba1c9b41b,,H. 5151 On adoption of amendment #113,['passage'],2026-02-27T01:59:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
