id,bill_id,related_bill_id,identifier,legislative_session,relation_type
591cda21-1286-41d4-961f-4e1bdba19e84,ocd-bill/69ec1823-9265-4b95-872e-a8dead1a37ed,ocd-bill/c05c0d9d-b41f-467b-9f0e-c61fbbca9dfc,SD 2298,194th,replaces
b34e46d3-6436-47bf-96e3-4da33b254e51,ocd-bill/7b666aa2-f9c3-4f1a-af7a-77c8075b1cd2,ocd-bill/c858f282-4eda-4047-a0ce-324f1899e4d4,SD 326,194th,replaces
f533ef16-8cda-4ffc-b9f1-9870f058dc47,ocd-bill/8082a7b8-a7f9-420c-8b6e-1a4870157c0b,ocd-bill/42f414e5-fbab-4ce4-925a-340114d85a43,SD 1233,194th,replaces
d113a78f-66aa-4cba-a108-7e4aad88780b,ocd-bill/38de64f3-ddb2-4f9c-b78c-90cc9aa2ca9e,ocd-bill/4241e7be-75d0-4c31-aeba-a5cd59eb012d,SD 886,194th,replaces
96e55671-b4ba-4093-aef7-94f910a5b674,ocd-bill/006a6050-c095-42bf-a9ef-035bcbb0e9a0,ocd-bill/6b1dd636-6325-4a05-acf0-93751d3fdcb0,SD 1403,194th,replaces
085c918e-8228-48b7-99aa-995ae554c503,ocd-bill/1427d043-02d8-4199-ae52-682b504a80f7,ocd-bill/7ad073fe-27e3-4f9a-9585-fbb8695f7668,SD 2177,194th,replaces
36ddec01-c7f3-4ea2-9b30-c15c4dd3b049,ocd-bill/6a868e2a-85e6-4a4f-86ba-48a91d32bdd8,ocd-bill/93f5f5f2-adbc-4c88-9a53-af032cdded95,SD 38,194th,replaces
c86d9e5f-7d97-491a-a98b-4647392f67f2,ocd-bill/d1c01025-2dda-4120-9573-2247a7f3e9e7,ocd-bill/29055fff-2126-4527-886d-0cbd96d7d680,SD 1803,194th,replaces
393b59e9-a61a-4792-bba8-ee87af76233d,ocd-bill/0bac33cf-139c-4ec3-b31c-1af01a739cd4,ocd-bill/5a1d169f-ea5c-429d-abf7-bc86d97a5d15,SD 2318,194th,replaces
64859d79-72a7-45f7-b477-324ab945a95d,ocd-bill/8e0449eb-a3d1-42ae-924e-cb27f81f6824,ocd-bill/e8c6c139-b8fe-438f-9e2b-bb4a1b7c536e,SD 2511,194th,replaces
4a928708-4c68-4258-bdcf-68823910b91d,ocd-bill/9e2e32e9-7cf0-4bfd-9277-cfcf592be201,ocd-bill/f1120a1f-1614-4446-80d3-8e4ce301b398,SD 2459,194th,replaces
945f4138-976e-4d2e-8e26-4b4e37700af1,ocd-bill/f6b735bc-6b18-4b2f-9d99-8e5fc4a4072a,ocd-bill/d9fb1b32-1787-4978-982b-888d8cba6adf,SD 1599,194th,replaces
2d985d0e-480f-4d41-997d-c85abeba3a20,ocd-bill/3268d486-a0ec-4510-85b6-c0b520c5eb1b,ocd-bill/4220b72e-fed8-4070-96bf-463ae4fda80f,SD 1565,194th,replaces
335a35de-97fc-4ea0-bae4-ecc3309667f8,ocd-bill/ed6f60d1-44b3-4709-b302-0482848b9e8a,ocd-bill/e6fc453b-ef0c-4c63-9296-acbd7056957a,SD 466,194th,replaces
f5fecef2-f559-4d82-ad22-46e54b4c9fc2,ocd-bill/c4b451f5-fb41-4b25-a118-d879f6f0487f,ocd-bill/325edfbb-05b7-45ad-88cb-55266324c97c,SD 2078,194th,replaces
75a63c6f-ebfa-4e13-9aca-d6456e64ad1d,ocd-bill/dc50bbff-043c-4fa6-955a-db420640a84d,ocd-bill/45bbbdf5-0da3-40f3-a1e8-d741eedb6c9c,SD 2270,194th,replaces
91733223-c1a0-47bc-8e56-015ebc9cdadd,ocd-bill/4b3f8f41-427d-40a3-b005-ca715f82006a,ocd-bill/80d62bb5-fcd6-4be2-abd5-8002d8b29ad9,SD 1270,194th,replaces
7a714484-0a97-4c8f-b3f3-caf4251631de,ocd-bill/444d24df-e439-451d-9196-604537679ad6,ocd-bill/38952732-378a-4c29-bcc8-7ac9a31699b5,SD 1716,194th,replaces
0166e1ef-541d-400a-a43e-2bed4f0d3e3b,ocd-bill/8dbc4ce7-b895-49e0-aafc-933ce26f5f82,ocd-bill/f24b5d40-e8b1-4341-b1b2-dea86e269f16,SD 2016,194th,replaces
328e33a9-d841-4cb5-b61e-ecaca707cf25,ocd-bill/0088ed0a-a91c-468d-a324-ae740876c881,ocd-bill/7e4536f1-b44d-45f0-a521-a0ee6ba238ce,SD 1760,194th,replaces
2275b852-1e6d-420b-a9c3-cb829790f56b,ocd-bill/d3039b59-fc07-4edd-8550-e725cc5270fd,ocd-bill/fa1d403f-ef9d-41c4-88c3-071430757e13,SD 1028,194th,replaces
b44933ab-fad7-4b59-8d1e-0f51564752f0,ocd-bill/daaaf5ea-1462-4300-9148-59177a3f7b81,ocd-bill/89dd06bb-1705-4253-a7f7-17116f144966,SD 693,194th,replaces
cd6b3675-6878-4ab8-825c-edd601bf9076,ocd-bill/cc426c56-3d1b-4605-9d93-996b9bf28a7d,ocd-bill/b1428b8f-6fd0-4652-9655-82962e0ba411,SD 1612,194th,replaces
858754e5-04e4-45b6-8231-444228596745,ocd-bill/c81716c9-32b9-4ce8-924a-cd9d9f504c44,ocd-bill/a417e212-62ea-4f35-9718-569ce34360b6,SD 1917,194th,replaces
401f79bd-e2ef-43a3-908b-3eed43dacb3e,ocd-bill/5817c971-03e9-4ee2-9d35-67cb08a73bc2,ocd-bill/8073bc45-90c1-4e26-86e8-8ad580a3c372,SD 2204,194th,replaces
14aa2e7a-9c51-4b01-9cdc-cc26525394a4,ocd-bill/6c25e30c-0804-4149-b73a-9711321c9233,ocd-bill/222d79de-3ac8-4253-998f-f0faea66a1fe,SD 160,194th,replaces
ae074a8b-c6a7-4388-9a8c-46ccddc1baa8,ocd-bill/cd305fbf-2f01-43fc-b4cb-d6d366ec98d6,ocd-bill/fab22cb6-e87c-41f9-ae13-7b46c9011ba8,SD 602,194th,replaces
fd16579a-bec5-4295-be31-b5b7903c728b,ocd-bill/659d4634-8234-490c-aaf0-7d15d215b141,ocd-bill/30fc3fcb-e3b0-46ce-990d-4cb86df9a955,SD 1860,194th,replaces
43d6093d-2d5e-42b1-b8a5-88c78b47e978,ocd-bill/8c5ed281-d149-43d9-9af6-7f2a7f3a9ac8,ocd-bill/f7d05680-c9fa-41b7-8b67-a2c4c38b4525,SD 448,194th,replaces
0e7bd06c-42e4-403d-8580-3e8cf99093b1,ocd-bill/032a968f-0eeb-4431-8cf0-2bc86278e074,ocd-bill/ad164f75-0ebe-4b4d-a1d5-993e871d6924,SD 1615,194th,replaces
03f5484f-4234-44fd-a23b-03f29f550cfe,ocd-bill/a84b8a5c-a4cf-4f1e-b12d-aa73f04a6cf7,ocd-bill/bc192571-4723-45f6-b3e3-a7b127245682,SD 2591,194th,replaces
a6a8e2b9-452a-4c0a-adce-1d52f6b81523,ocd-bill/884b56eb-2d5b-4384-a47f-52bc68322dea,ocd-bill/d25b0554-2901-46c9-b62b-48b1fe50500a,SD 556,194th,replaces
8164c5d1-398a-40e4-8183-f1fdfbed543f,ocd-bill/37d18b7e-2b79-4525-96ec-9cf9ddf7b9c5,ocd-bill/599c3769-ca0d-4452-89ab-b7cca2bdae89,SD 270,194th,replaces
62bb7455-9e2b-4df9-b181-01bc0415847b,ocd-bill/5ee22b40-09fe-4cca-b725-b1762999d6b4,ocd-bill/d9fd0a02-739e-4902-b621-a81cfc5c6a5a,SD 1699,194th,replaces
f27d861f-2f0a-45bb-ac4a-312f4a10d59a,ocd-bill/82ef9b34-bb9a-4929-b754-b77530fff900,ocd-bill/bd182c95-d46b-448f-bbd1-0dbe4b2723b8,SD 42,194th,replaces
2f3ac1ac-b421-4a0d-bb7b-d3f2385909fb,ocd-bill/c657012f-728c-448e-b533-9184a5242dd1,ocd-bill/4ed4b168-3949-4d5d-b9e0-2f83da9f4c57,SD 2439,194th,replaces
264274dc-7d31-4f56-9ec5-26e51cceb2e9,ocd-bill/3ef19138-1275-40b5-a206-faa657bac768,ocd-bill/5a5d99ed-43d3-4e68-844e-409bc8f00ba7,SD 1733,194th,replaces
f9b5eb04-0ce3-45d7-9e68-ff06ad2cdc1b,ocd-bill/5620a3c9-3ccc-41d8-ba1f-d29b4b226f24,ocd-bill/ee99deb8-28f7-4962-9ada-2cb342634914,SD 2019,194th,replaces
f77ccccf-bdab-47d4-93d4-470120e43d12,ocd-bill/1f9bf718-98d1-4a90-b9b9-2ad4acefd826,ocd-bill/59b436fa-3de7-474c-9616-4ada992b53bd,SD 280,194th,replaces
fe23573f-fc35-491b-a03c-5803331a9541,ocd-bill/82879e81-1d6c-4e0f-94aa-1bc97b184e3a,ocd-bill/dbba17b4-98e8-4763-9667-224c4858dd94,SD 464,194th,replaces
ed3a7339-8a86-40ad-9438-38c8f4cf74ce,ocd-bill/d7e20044-44f0-4c23-bdfb-5f39036ad033,ocd-bill/034a4394-48fe-4055-87ed-c65979e44c79,SD 1912,194th,replaces
6536fef6-7292-46c2-ade9-449357c39590,ocd-bill/b9fc040b-c067-4ed2-89ff-9fb773da48ba,ocd-bill/004b9612-8a59-423a-9adc-1bbfeb0badc2,SD 713,194th,replaces
d662a173-6ff0-4ea0-9315-4d7c54bb8c06,ocd-bill/35f5c5cc-e313-4e83-8460-e50b742afc60,ocd-bill/b1af9059-689e-4094-90cb-763373ef5cc9,SD 1158,194th,replaces
eb22d80a-ce5a-461d-9329-df040b2dbc56,ocd-bill/5c5692f1-c307-429f-a77c-4b24b72d4780,ocd-bill/2c8c3218-f871-42bf-8908-c2e458c3482d,SD 1830,194th,replaces
2202cd2a-e8b1-403a-b0ef-e49a5221baea,ocd-bill/398f1a86-6632-4eab-b390-71ba0b87af99,ocd-bill/a97fcd01-ec8e-401f-b476-5da9b91e8ecb,SD 92,194th,replaces
2b38fb84-96cd-4e25-abb9-54104aa3c045,ocd-bill/ca90b9ec-c28c-4666-8c1e-544bed89e020,ocd-bill/b642681a-12f7-4ae5-9a84-baed5313eb20,SD 271,194th,replaces
adc2a832-fa73-4742-a4b6-2ce6251d64a2,ocd-bill/f5dc1d9f-ff1d-4785-97f0-0d4f744ac054,ocd-bill/dfff89b0-d0a9-4caf-a927-96427b87dc74,SD 1039,194th,replaces
36ca28d1-c366-4d26-84b4-5bef4d6c508d,ocd-bill/cb9abf8a-12a0-4246-a499-e60c19aae169,ocd-bill/c6939234-b2f3-4164-aaab-7150deffb8eb,SD 2374,194th,replaces
66db2ec4-fa3a-4299-8d44-01fee63127c2,ocd-bill/032bcbc6-e9f5-45dc-8807-9fe8fcd38908,ocd-bill/c0d36631-c59e-4ca9-b3c4-f8b540f61a30,SD 2293,194th,replaces
4e54d171-121b-4eb7-80f0-c36166b74822,ocd-bill/6114be28-6439-4713-af87-43d23ce5a3c9,ocd-bill/683d8c95-30e8-4254-81a1-4115e089377b,SD 241,194th,replaces
dbf676d7-5021-4ebc-bbdf-4735ddce3fe0,ocd-bill/262fcf0d-bc89-45ee-9345-0435779e30fb,ocd-bill/d44d59f5-3f24-428e-8463-1735619f6156,SD 1516,194th,replaces
67ab4b23-2281-4b29-aac4-f3951fd6699d,ocd-bill/b4c9c2a3-6368-46b4-b3de-c9da0a03f8e4,ocd-bill/2a592f42-029f-494b-b68b-9f0d23dafbcf,SD 1587,194th,replaces
7ef9c1c2-afb8-4296-aef0-eb2c8b2ccbcc,ocd-bill/e837e977-e70d-4194-977b-6ff60cd017d5,ocd-bill/85498a1d-fcbb-4fce-9217-99489a8a06b1,SD 934,194th,replaces
fdaf6d39-57b6-4242-9b56-180dedea077e,ocd-bill/4b366e72-05bc-411f-a75d-22e711877e32,ocd-bill/8e6af32a-5736-4745-a55d-ae721654d3fa,SD 653,194th,replaces
58244862-36cd-4eaa-9741-f702465ac4b5,ocd-bill/15fc38c1-7ecf-45f9-9d4d-3c5f45982f38,ocd-bill/a0c5ea63-64f1-4e40-a67b-53a41d1de09e,SD 138,194th,replaces
2f1a10aa-b4f5-4308-b043-51d897fde1dd,ocd-bill/3f31805f-90af-4963-8786-42b6bd48820e,ocd-bill/0520811a-8d8f-4c63-a3f5-03a943bfd8a7,SD 1473,194th,replaces
4887ccb0-5934-443d-a0a0-2102c5b4ddfb,ocd-bill/89bad7ff-2cd7-468e-b447-257315e5ea7e,ocd-bill/c5cc074f-72a5-4361-93be-23da20d16af9,SD 1649,194th,replaces
c881e7f5-84c6-4e88-8856-4af5aa0b6211,ocd-bill/93ef4df8-f322-498b-bf51-033870fe2443,ocd-bill/55904753-cb52-411d-89a0-6190156c29b9,SD 666,194th,replaces
82a40d91-d9e4-4f9d-8df8-8d3fe95b7488,ocd-bill/1f04f889-8616-49d7-b482-a9cc09d2ffc2,ocd-bill/5fa13326-11df-402d-8059-438d1b86b874,SD 574,194th,replaces
f55bf8c0-b366-4453-a10f-0aaf0690b763,ocd-bill/1c7746f7-189c-48de-a076-3db68eaf04c2,ocd-bill/e75b229a-fe9a-4ae5-98b9-aa9031464283,SD 372,194th,replaces
9fbbad37-d60c-4da7-bff5-6bdfea8116b4,ocd-bill/74b5ada1-ba6e-4e16-bcd0-c89321629334,ocd-bill/09f0a2ff-79a7-44d1-99f8-65b9b1946865,SD 1952,194th,replaces
3ac1cf81-c1a7-472e-afc8-9fa41c4c4f86,ocd-bill/36c7b3cf-6e47-45f3-8ba0-70ff75d0ad72,ocd-bill/0547a20c-6481-46e4-8945-aab494fd152f,SD 1600,194th,replaces
73fcba48-839b-4279-acbb-b4e3e962f574,ocd-bill/3dccc8d9-b60b-4698-a4e2-8511aa49d65b,ocd-bill/6a31fa1e-8b7e-44ab-8281-286bebdff87c,SD 1445,194th,replaces
01245943-696c-4bcf-80b1-bfc319a69fd5,ocd-bill/1c10fe25-aa0a-4aa8-ab6b-99610fadce41,ocd-bill/04cfa449-17a9-4b21-8311-27456c11b044,SD 719,194th,replaces
03b85670-9cf9-420a-a803-f2c39f4d5f40,ocd-bill/ddf896a7-b259-4cbf-bbfd-2f2c8da7a261,ocd-bill/3a93f2ef-4419-43eb-b515-9b7477fc3b35,SD 1730,194th,replaces
7a2efd1f-3e08-461e-84fe-a1a6cc743063,ocd-bill/233d7432-8651-4c75-a0b3-d983c14c52af,ocd-bill/7470c27a-e064-4d65-8678-8ca2c2a66819,SD 545,194th,replaces
612bb6d2-7c0d-48f3-aa96-64129e03e7db,ocd-bill/46872644-cf35-46db-9334-56d77ffd514b,ocd-bill/3ac9b4fa-74d1-4a44-b80d-83a10309eb3d,SD 1606,194th,replaces
49e78d66-41a4-46ac-9716-84e4c4be9280,ocd-bill/152f1e5a-b08c-464a-b974-fab16864959e,ocd-bill/bb8fe0ac-bec3-4df3-b57c-4d02fc67c44c,SD 1237,194th,replaces
49aeaa87-109f-40a1-8cf3-96a017f936d6,ocd-bill/3464d3be-2127-4520-a37c-ddaa8883cf92,ocd-bill/792e3d90-3ca5-4f51-ac63-9d2732fd96ef,SD 1242,194th,replaces
3b5755b5-c6a2-4453-bd2f-0df10edb852f,ocd-bill/34ceb237-b530-4a1c-b0ba-8c7a625b2df9,ocd-bill/7b23dddd-cd99-436b-8857-2750c88d365e,SD 1025,194th,replaces
43ca5039-c3e4-4059-9afa-e9175475e74f,ocd-bill/a7b0a19e-d72a-4ed5-bd24-113b5d294ea6,ocd-bill/32b95ec3-a083-4617-8a3e-a84b78fe0e47,SD 1208,194th,replaces
a909f037-3c16-4e59-811b-d3c23649e026,ocd-bill/36fd4c39-d0d9-45b0-a076-30e121af5337,ocd-bill/8ec00c63-00f4-4abf-8efb-040dbd3a35bf,SD 2554,194th,replaces
a6e86e2b-7f44-4d37-9238-3575565142fa,ocd-bill/f28b066a-bc8b-4d9c-886e-a52c413de8a6,ocd-bill/7f2d3222-9fdc-4524-8fe6-dc8bc3a8b9ff,SD 2519,194th,replaces
9a6d5e97-3322-43e4-86f7-973c37925ed1,ocd-bill/2e1bd7ab-8aed-42c4-8e16-bc9fed8a0ae2,ocd-bill/3bdc07df-fd1e-432a-ae67-43a22f467da6,SD 1209,194th,replaces
8e05aaf3-f810-48c7-b873-864608f32c37,ocd-bill/052104b5-92d7-4cf0-8ac9-da43146b8c4e,ocd-bill/eeda4c7e-d357-4e20-918d-ed49094eb6e9,SD 1841,194th,replaces
c53c92a1-112d-4409-b10e-e92631a26dd1,ocd-bill/7ab3433b-3226-4c75-8c0f-2cbe28787e78,ocd-bill/fa775ab8-1441-446b-baef-42016f64d781,SD 2213,194th,replaces
3be4cfc3-ce98-45c1-afcd-458f9a3e51ef,ocd-bill/96f1f281-19bb-4a0c-aca6-c9e5c5023e61,ocd-bill/5609fe9d-7c71-46a1-a139-29ea1e28bb62,SD 2116,194th,replaces
b15b3f5e-b8f0-4def-bd59-86ac7ef6632e,ocd-bill/d35da851-95ed-41e6-99a6-f7fc0408fab4,ocd-bill/e5c049c6-7615-4fd3-a6df-db3de2dee6fb,SD 1000,194th,replaces
f6e23a65-89eb-4b8c-bed4-984714e0adc0,ocd-bill/b6f35455-a93b-4f31-acc0-389e1aa9cf5c,ocd-bill/7cb4ab98-f29d-49ca-87fe-7fc91303770a,SD 2469,194th,replaces
3ce9cf8b-f454-452d-89c6-2ded8e5c1d5d,ocd-bill/cb3718c7-806f-46cb-b51b-11255a46fe3f,ocd-bill/48949131-2d69-4244-aa73-1774852f8368,SD 984,194th,replaces
675dcb0d-3de3-4d72-a526-f2906fb77878,ocd-bill/1cb37384-cb1b-43e5-81eb-a27d2b7878c1,ocd-bill/c1fe55ea-0544-4bae-983c-7f95a356d3c9,SD 1398,194th,replaces
0365ba53-1cd3-4555-ad6d-911d796e4c39,ocd-bill/c37dc0cd-dafa-4b54-a96e-666ba90ffcf7,ocd-bill/e809bec7-0dbc-4814-9ef9-a1b098220801,SD 246,194th,replaces
2ee1e3bd-d170-4a64-8014-0f1b12b35bc3,ocd-bill/b4ec683f-4165-4560-a778-5a22a319d61d,ocd-bill/75835215-d994-4599-bb81-0dbd76305d1b,SD 1164,194th,replaces
5c74c096-df75-40eb-a707-aca1a760c7c7,ocd-bill/c7dad069-0209-4949-8afd-c609f1067cc9,ocd-bill/5d9e39b1-7709-473b-8dbf-87c8e5cba339,SD 210,194th,replaces
aa42318b-2588-4e23-b690-d3788101b227,ocd-bill/70d94c65-d576-4384-b28d-799a22b523f9,ocd-bill/e18022b8-e372-4043-9e03-9e0e0c7932da,SD 880,194th,replaces
d4639597-1ded-4d50-ab45-e72eacd101fe,ocd-bill/2873ef37-a999-42fc-bb81-98804f59dc02,ocd-bill/d13d2a4f-1bbc-4d61-a824-99528e1b550f,SD 1356,194th,replaces
d1f46f0d-605c-44d8-84c8-525ef9fd7de0,ocd-bill/e8e68651-0334-4b0e-a495-9af5448c5504,ocd-bill/8fe80fdc-f381-438d-a2ba-725c92590285,SD 1169,194th,replaces
08108747-5546-4770-b13f-468815f9f61f,ocd-bill/eae996fd-4047-4070-a25e-1d1bb19f4156,ocd-bill/394f28f9-8613-4122-a9ce-17ca9634a3eb,SD 749,194th,replaces
f234d4ce-59d6-4a56-9851-1eda8508f3e3,ocd-bill/8cace62f-6289-46c5-a2af-f734727c633d,ocd-bill/dc214fc4-80b1-4927-ac55-40bc16d433ea,SD 1828,194th,replaces
8c7d2e27-e0e8-48ee-bb63-993f05a276f2,ocd-bill/e6613120-6625-41e7-ad68-4263796f7d03,ocd-bill/ac2ecab9-14af-4702-b8a4-406753387bc9,SD 1525,194th,replaces
c455e0a0-3d0a-4e71-9ea1-60b68e045d8f,ocd-bill/452d4d9f-1496-4b48-858c-9d2dbb2d25d2,ocd-bill/41491e09-d6b2-4479-83c6-09646b3a6dcb,SD 2271,194th,replaces
f359613e-954b-4cb8-9e12-0717c87b0c27,ocd-bill/7e2c661f-9930-4d5f-94f1-479de16ed914,ocd-bill/77da9d21-684a-4b93-be16-0e5173ce1a6b,SD 2168,194th,replaces
9dceeeee-c100-4a5f-a3d5-920bafbaeb21,ocd-bill/fa6be085-fd07-4236-8e6d-5b63142ec707,ocd-bill/38a0cb42-5de8-465d-87ec-6b38723a2e80,SD 2040,194th,replaces
7791b9a6-766f-4f83-bdfc-3e11e3acc846,ocd-bill/9031853f-4cae-4e2c-8ab5-2dd526e88629,ocd-bill/e98a7a8c-1011-43b5-8809-83fae6eca4a2,SD 710,194th,replaces
d4a0f464-64fb-4a2d-b0c9-57233e16da25,ocd-bill/b769bc4d-cc99-4cb2-ba78-eff0da83d352,ocd-bill/11be34f1-cd8c-47a3-80d0-a6a3455b8a0e,SD 1246,194th,replaces
877647bf-cd1d-4597-8533-09013467e2c1,ocd-bill/e931e26d-5040-44e5-a6e7-b97052389e64,ocd-bill/a986b742-8135-4c74-a42e-20764511a392,SD 2237,194th,replaces
421d6ef7-ca41-4f5e-abb0-947abfcc95b4,ocd-bill/5aa733f6-c26d-44fb-8599-a94d229cce3a,ocd-bill/270eb63b-cefa-46d4-a4c7-d44cff25fbae,SD 2370,194th,replaces
464e5d30-8582-4472-9e31-66747c4dd0f5,ocd-bill/cfbdc55f-a83e-4de6-9820-76e0f3ae4ebc,ocd-bill/c51dcc19-9943-4af6-886e-3a76b270f3ec,SD 1966,194th,replaces
e4b2f18f-d119-4010-a905-aac2177b06eb,ocd-bill/529cbe38-1152-40cc-990c-02176d5e373e,ocd-bill/1f66155c-8516-4fe1-9e96-082fcf9065f5,SD 2349,194th,replaces
6b85fc96-6ace-4a15-bf23-5675d9a31074,ocd-bill/81d3c0d1-f32c-4624-818c-f78639306919,ocd-bill/f66250f8-2992-49b8-982c-4e647305533f,SD 144,194th,replaces
80a80a69-fbfb-43cf-9e45-4962bb6567a5,ocd-bill/6c3648a4-d168-4a22-b7c5-5c45e943b8ab,ocd-bill/cd07a34e-6b17-41f8-bdeb-8b45870a88f2,SD 402,194th,replaces
fcbbe368-b8e0-45c7-9361-1b0b4a3d02b4,ocd-bill/6110dade-30a0-4b98-bbfe-46de9afaa128,ocd-bill/3233c795-daa2-4bc8-b3c9-b5da3bcc2ba2,SD 2525,194th,replaces
5ffe8bd1-1dd7-4f64-ab9d-c53048d89686,ocd-bill/b3bc8724-ed96-49e8-bbe3-3f76c8ccb6f8,ocd-bill/41456498-5f3a-4d7a-9398-29411061a2e5,SD 1669,194th,replaces
09be22ae-801e-49cf-a577-ba0025bed4f7,ocd-bill/9026582c-3ea2-4af5-a8ab-3a3b829cea7c,ocd-bill/f61e8b39-a580-400c-8e94-315896fb0b2f,SD 2369,194th,replaces
5522e5c4-8424-4ad9-b1a2-71f7f4efbe09,ocd-bill/a4c2a096-7330-4924-bd88-8548c32def06,ocd-bill/70adac34-46e4-439e-8233-a2e7fb277c47,SD 295,194th,replaces
29321e53-0257-4ace-b3b0-85da6f27e7df,ocd-bill/cf148dc7-b271-4f60-af9f-72217bca3fb0,ocd-bill/fd01ef5f-3061-4903-a612-ad6c0ecb650c,SD 1499,194th,replaces
4c0b1863-a62b-4c1c-ad4e-19482db1e54f,ocd-bill/daa15b56-af7b-463a-89b9-8d8bf627e92a,ocd-bill/345aec1f-3666-41fa-9983-b84fc1f01e79,SD 1411,194th,replaces
f5371f91-49dc-454c-a78e-8294f4facae8,ocd-bill/094d75ec-4fc1-43b5-bb6b-04dffa65d7ef,ocd-bill/9aea67a1-e343-402e-a05d-1a9248d60e88,SD 1636,194th,replaces
05c99e8d-4165-4f1f-b7b3-38518a8eceec,ocd-bill/9f2299a4-752a-42e1-b62f-be6ca9209c0a,ocd-bill/a4f770cd-4cb3-4146-b4d8-8fdb4bf16218,SD 625,194th,replaces
772a0471-a471-429d-85c4-8f9474b9d332,ocd-bill/a4571441-b79e-45fa-a372-637161dd56a9,ocd-bill/6a6659aa-4e75-44eb-8a2d-5901166e74f8,SD 1103,194th,replaces
8c39d8e6-5e99-481d-a443-287952df4c4d,ocd-bill/325ac035-229b-4687-af0c-eb183e695608,ocd-bill/33a30f7d-73c3-4b2a-ad78-118a1c8d1f46,SD 698,194th,replaces
8cf37027-e739-4e49-b631-2c1c3f5a9231,ocd-bill/511ec942-8ed0-4619-95f6-80ddfe3bd3c9,ocd-bill/a094983c-8c25-4ad7-9153-c824959a4015,SD 2182,194th,replaces
1fe36534-d168-4446-b121-b9507aac3bce,ocd-bill/491aadb8-36cf-40e3-8430-3c1aa1fc950b,ocd-bill/0d00ba8c-cb37-4176-88f6-59ae9696e191,SD 1154,194th,replaces
4fee489e-5d86-4a4d-b543-59d2d01db890,ocd-bill/f78e8799-488c-45c4-a31f-cc09b7e20e0a,ocd-bill/aeacbc6b-a37f-46b4-bb34-35d52dd00416,SD 1031,194th,replaces
44278bbe-b362-40db-bf3f-70114afbf234,ocd-bill/1f07f2cb-c60d-41c6-a5e8-8a51e91e8400,ocd-bill/ae1dff6a-6664-48b7-b82f-fa2353bcb838,SD 1892,194th,replaces
1722bd19-b9f4-437d-95bc-c0baaf2d1509,ocd-bill/ba322f60-3013-4638-b18b-6da9e8a1fb03,ocd-bill/08974c0e-b97d-40f2-baeb-56d1185b6782,SD 2411,194th,replaces
e9a99820-a347-498e-9ba4-ddb6d190d8c9,ocd-bill/81e45588-6513-43b6-9104-0e00ba8f8c91,ocd-bill/fb769c61-5bff-4a9e-9eb0-bc1ef87c75e8,SD 2256,194th,replaces
d58e5905-aa54-4ed1-89fb-d49b2d12f57c,ocd-bill/1f3d7a00-0646-47f3-90dd-d1d37e612c4b,ocd-bill/fdced65a-875a-4c8d-8423-763e9cc0f52f,SD 2347,194th,replaces
fa2a0064-6194-4f86-83ae-5b7674b74122,ocd-bill/a81bd7dc-18a0-4a37-bea4-3bdadb2ee8c1,ocd-bill/777e1383-d14b-4564-b074-ddf274e3780c,SD 491,194th,replaces
1467ed3e-0591-4bb3-94d7-8fbe0b1dd74d,ocd-bill/511087ac-1baf-4d8b-94c0-1f8e9855542b,ocd-bill/daf26377-c5bc-4630-991a-a2e9e337e918,SD 461,194th,replaces
00a6fbab-fb80-4345-9531-309d548274b8,ocd-bill/fdd4a082-793b-4a5e-87aa-6ee59332a6d0,ocd-bill/fc60779d-e229-4f05-80e8-fcdbc8a4b2f7,SD 1354,194th,replaces
86060659-0c21-4a6f-b78b-e5ba04de8284,ocd-bill/7ab55f4a-28c0-4bf6-b206-e7d4536cbc12,ocd-bill/fa110ac2-a518-4652-bcd6-fd78f8c03969,SD 1677,194th,replaces
3476ae41-74db-4626-abce-10f9298e6bf2,ocd-bill/708f55a3-ae61-48cc-b72c-5a37e8e04dc4,ocd-bill/80a93300-bc54-4d10-a3e7-0ec493ed92e2,SD 216,194th,replaces
96930395-4bbf-4b33-88d8-171953c3edab,ocd-bill/a5c35e07-bd29-4533-afba-97b6095b4e0e,ocd-bill/5ee4d310-6059-4d55-ac6e-33035436023f,SD 1029,194th,replaces
3c8b7ed8-328f-4c39-afed-1bfb2260bc50,ocd-bill/d31c83fc-2844-4ca5-be89-45cc89cd422f,ocd-bill/f024a6d4-cbf2-47cb-ae8e-d9ae1ca42c65,SD 479,194th,replaces
660b6179-85e9-42a5-a719-d019bc6f9fbc,ocd-bill/0777ca59-f844-4bed-85ec-2a8fd416fd7f,ocd-bill/1dd17027-c928-43d6-94b5-7057dd979c88,SD 1360,194th,replaces
ece3409f-2ae0-4125-918f-485634b5a127,ocd-bill/86ccbc1c-1258-4a93-8bac-cc719bd56054,ocd-bill/6786bafa-7f9a-4ea7-9103-57af5593a35f,SD 1556,194th,replaces
f103a4f7-d9cc-4b59-bf53-adba19616ac9,ocd-bill/bfaf24f9-8df0-4eaf-91bf-aaf801bf1e3c,ocd-bill/7c4eef86-dc09-4348-89f9-bbd830a0f8ec,SD 1393,194th,replaces
b974151c-bf23-4ee2-8ac4-0d94130a7108,ocd-bill/b4e7d15c-1742-473b-b1b3-045e80ad3dfe,ocd-bill/6624842b-8117-4084-a0dd-64f132f716a1,SD 84,194th,replaces
