id,bill_id,identifier
03f48ecd-fb05-4331-990b-75a94167c9eb,ocd-bill/dc89e575-f507-49ee-9065-9409a489cfb2,ocd-bill-ma-194th-sd3732
eb45d0ed-7ed7-41d0-a4fd-f80e59319f40,ocd-bill/8103d4d5-fdc3-4630-852c-c386be906c9d,ocd-bill-ma-194th-h5233
5bc09de2-0355-4508-b944-ee175f5881ba,ocd-bill/a748c6ea-14f8-4206-94c7-2ff1bad4c862,ocd-bill-ma-194th-h5001
da925ff5-57b4-4ea1-baa1-bbd88af4de9f,ocd-bill/50365595-c904-45b8-8c04-333fe681aea0,ocd-bill-ma-194th-h5089
aa7e4921-e7cd-4341-874f-e8b163ba3894,ocd-bill/3fa13480-d68a-40f3-9366-2424cd9b6039,ocd-bill-ma-194th-sd3597
4fdea972-27b8-47b8-bda2-89fe3a8ba302,ocd-bill/1fb53ab9-2fc0-4bae-82be-c96d0a6cd564,ocd-bill-ma-194th-sd3609
8b705614-8296-4a88-b399-1bb7510c54ac,ocd-bill/9149c697-2b1b-4c6a-8f45-9ad29f825c6e,ocd-bill-ma-194th-sd3730
0ebff885-3f01-4dcf-80b5-d21216c0fca6,ocd-bill/f0ab750a-3f9b-472f-b9e2-df6d49536efd,ocd-bill-ma-194th-h5248
25e1d74e-be5f-44c5-a1a9-821b173acb1f,ocd-bill/65be7119-ab16-4c18-8c94-785f0c4acf74,ocd-bill-ma-194th-h5026
6562e95b-696f-419b-840f-b96f5b9592dd,ocd-bill/c122115c-3f4d-400a-b5ef-498f78e7f5e0,ocd-bill-ma-194th-sd3693
859a5886-d8e3-4916-8e24-4b83bec3684b,ocd-bill/ffb82077-1f54-4447-ae13-61860436b832,ocd-bill-ma-194th-h4919
9fca47fd-6238-4393-ac86-0c70a64e5e7b,ocd-bill/843ec89e-d953-4cd7-bc0c-9efc48a1ab84,ocd-bill-ma-194th-h5197
2fa6c6d0-c1d1-4241-b278-43ef0946933a,ocd-bill/010c1bff-24ed-4075-b0d1-9dd12d0d8da4,ocd-bill-ma-194th-h5024
3b8807f0-524b-4f31-99df-72c0fb981aae,ocd-bill/538370ba-e316-48cc-bdab-af7be6350d88,ocd-bill-ma-194th-h5241
7bcaff57-2304-4455-bd8a-3ec4dcb0180b,ocd-bill/e7941b29-2e48-40ab-ae5a-bfb5258773c3,ocd-bill-ma-194th-h4978
0b62896f-b809-484b-b536-ecd0cf6cd2d1,ocd-bill/998a7236-2ca3-4fe3-899d-70ba2c8ffba3,ocd-bill-ma-194th-h5243
c8cd68da-5bf5-4b44-af1d-30689a49f305,ocd-bill/9620a235-e8f4-415f-8a8b-8f85b867f138,ocd-bill-ma-194th-s2990
0816078c-95bd-4a97-b85d-233715eae565,ocd-bill/ce0c980e-6c14-4f69-b8ad-160f66f0be6a,ocd-bill-ma-194th-h5172
082d145f-c369-411b-8ed5-47b9edafbcde,ocd-bill/a2fa6319-e3ac-4b64-953d-70c079761a37,ocd-bill-ma-194th-h4967
595087ac-418b-410c-8a39-a81ad1493ec5,ocd-bill/b13e965e-c6de-4a9d-a293-acb0a1dec970,ocd-bill-ma-194th-hd5700
9f078f82-c161-4cb0-b2ac-82411ea4fca5,ocd-bill/a8d550e6-d89a-4d5b-b84f-0ccf2877caab,ocd-bill-ma-194th-s2963
38ee102e-5723-41a6-bb2a-2314703941fe,ocd-bill/8fdb2ea2-6f5c-49b8-bc8e-1a2e3cd9d6c0,ocd-bill-ma-194th-sd3726
7d9334a0-0ec9-4a97-969b-f20efea9e7aa,ocd-bill/bf5b7855-527c-4bf3-9727-b2f3ddca027e,ocd-bill-ma-194th-h5126
f223f308-4e8c-480d-be3c-76127f6f99da,ocd-bill/22de85ca-8750-4c48-8c48-c50a1619aac4,ocd-bill-ma-194th-hd5519
ad776db0-8c33-4b48-9e14-d88c4453bf25,ocd-bill/8b34664d-5afe-4648-9a56-80e32f049f91,ocd-bill-ma-194th-hd5571
d0a7349c-4c37-41a9-b5c2-b4d6ae4f4389,ocd-bill/d6fcdc24-2b68-4737-8255-146f25398840,ocd-bill-ma-194th-hd5719
ad336694-a464-4281-b3bc-e81ce6d7f346,ocd-bill/a0eb0821-e498-4665-ba53-1f3f89a8e4be,ocd-bill-ma-194th-h5082
5f63c697-302a-4965-999a-44bc1a95328b,ocd-bill/9a1c6297-57a0-4e92-8c55-734ffffa5a6f,ocd-bill-ma-194th-h5074
7e210032-0e6d-4db6-8837-17397ec464b8,ocd-bill/0934b48c-6a51-4d72-8d7f-b64b705bccff,ocd-bill-ma-194th-hd5480
944e48b9-d1b6-4427-9223-22d0c37e7642,ocd-bill/c3e78e08-1586-4c88-9dac-295b9ca61491,ocd-bill-ma-194th-hd5423
5ae8d71a-1c05-4f2b-a5e3-bef932ec0955,ocd-bill/45543984-d6bb-4d3a-a82a-c5ffad9d06c4,ocd-bill-ma-194th-sd3517
2fa122d3-b9d6-4e88-9daa-710a124cfef7,ocd-bill/c54c4c6a-b6f1-4e1f-b953-5bfc9e4cdebb,ocd-bill-ma-194th-s2993
3fcfcf6f-8c3e-472c-80db-f92c465edd1e,ocd-bill/447fb99a-3903-4f68-9866-19a86edf8db1,ocd-bill-ma-194th-sd3543
ee19d217-ee3d-4708-bc91-faae66b36fec,ocd-bill/0f24448b-ac86-49c2-8af8-1634eb40eaca,ocd-bill-ma-194th-sd3500
c2df5523-707e-4452-be05-f8a9a89d329a,ocd-bill/a1909f70-f2e3-4b6b-ac77-d1dc704efea2,ocd-bill-ma-194th-sd3610
129ebd09-bf6e-4fe2-870f-db7bc170ec43,ocd-bill/848dce3c-31e6-4dfd-8d34-3909c23e1f6f,ocd-bill-ma-194th-hd5497
3d4d18ca-f17f-478c-b940-27b2586dd210,ocd-bill/d2531457-960b-47ef-85b9-9cae1f2833cf,ocd-bill-ma-194th-sd3509
6c673056-d53a-4896-bff4-c937711ad4be,ocd-bill/fe9a6533-7a57-4a57-8e7e-bf157d4bb019,ocd-bill-ma-194th-h5230
f01f930d-2f56-493b-987d-2029f1bd6906,ocd-bill/4ba0ecfa-cebf-45aa-980e-fb91261eed5c,ocd-bill-ma-194th-hd5536
3c937d32-404d-46fc-89de-8827d4b88a73,ocd-bill/7d646b22-62fe-4141-bbba-b0531b53be23,ocd-bill-ma-194th-hd5586
a7f7bf71-6a60-4757-9612-b7bbc657e0de,ocd-bill/89d49162-5e26-4a04-bcc3-421ba4589baf,ocd-bill-ma-194th-h5210
a2f4ab5e-8ec3-42b8-a149-efaba330b72a,ocd-bill/5fd303e8-1cba-4ddb-95e4-6b8761b27aaf,ocd-bill-ma-194th-s2951
18620a14-cc91-4254-9d57-d434198fac90,ocd-bill/a3d35761-8cf2-4ee4-9a78-4579d4294b6b,ocd-bill-ma-194th-s2909
70cccf24-caf9-4eb9-9763-0918c61db270,ocd-bill/be0a974d-8e27-46d0-9e32-b35e140389e1,ocd-bill-ma-194th-sd3672
d57fe228-e579-4b54-b413-cd93349b8b6c,ocd-bill/66c67eed-0488-4547-b1cb-23b8e75d67d8,ocd-bill-ma-194th-h5236
6dd9e5cb-664b-468f-abf2-7254e7acd543,ocd-bill/080d1fd2-647b-4e40-adf8-e1c20f86a351,ocd-bill-ma-194th-hd5726
946ee981-5f4f-4d46-9430-8e954bbbee1d,ocd-bill/d439a440-ca75-4af2-a602-70ef660e8647,ocd-bill-ma-194th-s2919
327a8a05-6c0f-489c-8906-c6f19b250b4b,ocd-bill/e3731eea-273a-4345-b650-fd328e391191,ocd-bill-ma-194th-hd5712
15cb15e7-c505-40f4-a30a-29062a7b1d19,ocd-bill/55cc2021-501d-4116-b67b-37506159df23,ocd-bill-ma-194th-h5077
273ba188-d1f6-452e-ba8c-fff99c21c3dd,ocd-bill/376c1597-401a-4b30-b48c-93dcf3565b2a,ocd-bill-ma-194th-s2977
d9a72eb9-05c6-49f4-9b31-36780581f60b,ocd-bill/a702bb3b-95e4-469f-80df-7cf632385fe7,ocd-bill-ma-194th-hd5516
11f3dbdb-c09a-4a7f-8d4b-1d108d38b5a3,ocd-bill/6de58a4f-0a1b-409a-aa74-a52087f87bb8,ocd-bill-ma-194th-hd5724
3f291dcb-4e78-4fac-885b-cf04db85d75b,ocd-bill/8f8e2a46-e4d8-498d-8998-5fa383c9943d,ocd-bill-ma-194th-hd5503
1f14d051-640f-4e5a-85bb-915d578d7a56,ocd-bill/e31886c7-0852-474a-8093-1c08ce3ea6e5,ocd-bill-ma-194th-hd5704
9bc7e033-afbe-46e9-b3a4-6b4c7afc8568,ocd-bill/eee3f946-929c-444b-94a8-2889a4a02f09,ocd-bill-ma-194th-hd5575
d584c6ab-483e-4a9b-9dd2-9fcdd4f352cb,ocd-bill/79f86a31-9472-4146-b45b-6bd5331d27e4,ocd-bill-ma-194th-sd3617
f0259755-6c8e-4237-b7c0-8bdfd6f88216,ocd-bill/fbdc851f-bcf9-413e-ad03-e154ca1293c2,ocd-bill-ma-194th-hd5653
bb5a7665-b662-404f-9c5b-60e96aaaf618,ocd-bill/16fc4ec4-cce6-47a4-9ba4-455c68836e3d,ocd-bill-ma-194th-hd5466
23d91cf5-50db-4c28-bf7f-a85f7256d09c,ocd-bill/2aeada04-b95c-4196-b23d-36426c6da1c7,ocd-bill-ma-194th-sd3651
f02c6b27-209d-4961-bd53-7c49f74cc353,ocd-bill/e91ac2f3-8c58-4c93-8734-84d8ae39b820,ocd-bill-ma-194th-sd3683
40f0a9bb-b08a-4435-98c5-b8529a993044,ocd-bill/761b6dc7-a881-4e77-9291-f7019748c3a6,ocd-bill-ma-194th-h4952
b88284cf-272f-4bd4-acb8-2be266fcb0bc,ocd-bill/1b15cc11-12d0-4a23-92fd-2a93d53e1307,ocd-bill-ma-194th-sd3562
d5f0a66d-0728-489e-8f90-a824a6667bb5,ocd-bill/70a6f010-71fb-41b4-9832-3c5866deafc8,ocd-bill-ma-194th-hd5475
ebf5d81e-26de-42e5-bcdf-388b5e803546,ocd-bill/2f818858-da9f-4926-bf08-61bb962e4cfe,ocd-bill-ma-194th-h4947
9ff901e5-e0b7-4643-9b55-b4181e6bb74b,ocd-bill/7ea6e55e-7395-4fef-b4af-3ab16b2ae185,ocd-bill-ma-194th-hd5767
3e3f6bd2-5cca-4f97-900f-1d7d5121c71d,ocd-bill/2a6bf131-62c3-409e-a8be-cc066a302764,ocd-bill-ma-194th-hd5672
bb808e15-7a61-4d70-ad17-92d4d16852bf,ocd-bill/c30b24a0-c912-4dfc-b0c0-9a73c6757272,ocd-bill-ma-194th-h5030
fba029a8-2ea4-4fac-b7a6-e2b28fdbc677,ocd-bill/e182cc6d-1801-4294-a372-19fa4106e294,ocd-bill-ma-194th-h5100
b34dd904-cf90-4af9-b936-88ae19069179,ocd-bill/d5df1735-754a-49dd-92a8-04e645cee2ab,ocd-bill-ma-194th-s2984
475ca45d-f927-4caa-bf45-cd212617fb99,ocd-bill/51bc6ba9-0e68-4634-95ce-6d8fe180ed50,ocd-bill-ma-194th-sd3618
79e96b86-9698-467b-912b-e99dc16010e7,ocd-bill/93f40149-6268-45b5-bb95-d1f99cc693ac,ocd-bill-ma-194th-s2958
0f247bae-ed67-4f20-bf11-dc398d2518d3,ocd-bill/5f928962-b708-415c-9d2f-d3f0646d2da9,ocd-bill-ma-194th-s3012
4ca5bb56-f410-485d-baa2-ff26ba3f4997,ocd-bill/582f7066-081f-47b2-a3b9-f9e8b3905393,ocd-bill-ma-194th-hd5550
3eb08e16-f0f1-4a01-b2ca-fa5d42fe6b0a,ocd-bill/ba090b9d-9a20-41b4-91d8-b0b0739a3b89,ocd-bill-ma-194th-s2986
135c6ef7-7142-4778-9696-f41d2c9f908c,ocd-bill/61e6ecfb-10f2-4195-9b8e-8bcd9430cb0d,ocd-bill-ma-194th-hd5411
3a54a96f-1472-43d8-80ae-75e9db40ef74,ocd-bill/87aff4ee-4a06-4670-8b67-37c102b21051,ocd-bill-ma-194th-sd3740
3f4512f5-7390-4f5a-aed0-37d665e680e7,ocd-bill/a2b22af5-6a61-46a1-990a-1c3ede6c13ee,ocd-bill-ma-194th-hd5552
eac28b1e-fc1a-4b4f-95b8-8b08a606e5ca,ocd-bill/0951a43d-b455-4f4b-9d5b-d4fb354ea5b8,ocd-bill-ma-194th-hd5455
bfce0fa0-879b-40ef-8898-275a2203c364,ocd-bill/ea1bcf54-29e6-4b8d-b484-2d2d6c67133f,ocd-bill-ma-194th-sd3605
b07de774-8ef8-405e-a2a2-ccfc4145643d,ocd-bill/f4e9f7b6-052a-4f4c-8a43-becf0e564fba,ocd-bill-ma-194th-h4871
465d0481-3a83-4ed1-9e7e-5569b7d1c608,ocd-bill/5b09159c-992b-47b8-b865-9f08c70e4c05,ocd-bill-ma-194th-s2962
1637af70-f0a8-4ba8-bdae-c58dd97309f2,ocd-bill/97962b51-ae0e-4975-9b5c-56a589bf4084,ocd-bill-ma-194th-sd3569
042dabc7-5804-4ae1-b471-6d95f11b7cbc,ocd-bill/335d5281-bea4-4723-bf98-8ccdaeff04c7,ocd-bill-ma-194th-sd3638
ead48c91-21d8-4569-9459-82b4dc5a1539,ocd-bill/ef7dc275-26fd-4745-8680-5666c2b6e3ba,ocd-bill-ma-194th-hd5508
6c658aa1-e5c6-4b3c-b404-7bc5d98a2384,ocd-bill/3b336406-0e80-472b-a152-16dd132c2f2e,ocd-bill-ma-194th-h5175
5ecdf8b7-f4de-46ef-b496-9a5d79bd80e0,ocd-bill/9f2f92fa-19ff-422d-be65-9be59c762076,ocd-bill-ma-194th-s2955
a6229dad-b22b-4609-a593-6a92ddc722db,ocd-bill/4ad57744-cbcc-4ae3-86a4-bf09692f161f,ocd-bill-ma-194th-h4994
cf6997ad-aecf-42e8-b4ea-af0e9212eb1d,ocd-bill/ca1e1e4f-f8ed-4cbe-8cf0-38ce48fe2b3c,ocd-bill-ma-194th-h5088
a7bd8473-2a51-4a5d-a148-fd8b26bccc6f,ocd-bill/35e70d28-01d0-48e9-9cc1-d71e8e8bd74a,ocd-bill-ma-194th-h4940
f170ff9b-f2ff-429f-93ea-35ae27de024d,ocd-bill/32cdbb7b-7bf1-4320-80fb-b6f09bd5cbcf,ocd-bill-ma-194th-h4920
e068c6ed-56b3-4afc-8161-92b870982f88,ocd-bill/b496f90e-e4b8-44c7-b04b-ad7e2d77d3a0,ocd-bill-ma-194th-h4912
98d1d15e-718f-4fc5-afea-1eb4f12fb848,ocd-bill/95dcb387-9217-44dd-9b29-7375681e93f6,ocd-bill-ma-194th-s2964
3a501f07-3f44-4bb8-8263-db5f14d81e9f,ocd-bill/58cb0806-7b57-4e95-b534-3d4fc9687674,ocd-bill-ma-194th-sd3738
b8185ce8-0069-4f42-b79e-0be27297bec1,ocd-bill/872603d0-8059-4fc6-8eab-fd7a1abfd8bf,ocd-bill-ma-194th-h5079
f1ef8222-e604-46ac-b3d8-3a597d1958f4,ocd-bill/69263739-efe2-4d9a-a95e-6faf0cccf512,ocd-bill-ma-194th-sd3591
c0df8376-a7b9-43b1-bf92-2e7a238c7d47,ocd-bill/0ad9d43f-cccb-4819-9e0a-8fb3149cddd4,ocd-bill-ma-194th-h5007
e29742d2-0976-43c4-be21-bdfc24c4b1ed,ocd-bill/a489ab2e-59b7-4ba0-b28d-bbaaf6003764,ocd-bill-ma-194th-s2985
8dbacbec-3c16-47b3-a9ac-d494e00450f6,ocd-bill/eb899243-117c-4d9c-b13e-ddf94acbaca0,ocd-bill-ma-194th-h4951
f872194d-b9c6-4b48-834a-d5f7a2d19f35,ocd-bill/7551cbca-0547-4f2f-b760-85fa5b1c341b,ocd-bill-ma-194th-h4918
33847a65-3101-40d4-829f-64f58b89cc42,ocd-bill/c2f79bf2-ffec-46de-9ebd-331ba213ad80,ocd-bill-ma-194th-h5227
9cfe01b2-b4dd-4a8b-9cf7-a440c634603a,ocd-bill/ffea3909-db82-4044-ba99-cddcc2d1e0c5,ocd-bill-ma-194th-sd3521
228f2f0b-7269-4873-af5b-c65529297b61,ocd-bill/3d6bd15b-ca7e-41cd-a810-703df0cf398a,ocd-bill-ma-194th-sd3540
846c0e0e-2645-466c-b9c2-8c5038147a19,ocd-bill/722a7e36-d394-4fff-90c2-a9986a949d18,ocd-bill-ma-194th-sd3555
a5bd2183-b721-4fc4-b445-304814718504,ocd-bill/ef4c2695-6e9a-4e58-9726-9a1f7ab67aec,ocd-bill-ma-194th-s2929
4d04e2a9-5b2b-47e9-9660-5e5c8aea4651,ocd-bill/21f09e17-0dbe-4355-b9b5-bcea0bc4a5eb,ocd-bill-ma-194th-hd5572
c41ded43-5a89-4a34-9136-1360dddf5f2f,ocd-bill/182b58b7-30d9-45e2-8a00-7b89accf1fa4,ocd-bill-ma-194th-hd5600
513333cc-a0e9-4a69-876d-c16862935d0d,ocd-bill/c1e9b9c0-9749-4b2b-8a8e-9406eb991381,ocd-bill-ma-194th-hd5422
64e04640-732d-408c-a472-9f433377c801,ocd-bill/b73a04a3-e1f1-4630-8a07-f5c8943ae14d,ocd-bill-ma-194th-h5220
182ff3bf-32e8-4385-b472-f83a10d72e3a,ocd-bill/5a455110-b6a6-488d-a609-dc0fd9ed51e4,ocd-bill-ma-194th-sd3729
ff62da2d-61b4-4eb3-b109-c233485f2ad2,ocd-bill/6d9e3893-d1ac-4e92-8c07-ae58f1ee52ad,ocd-bill-ma-194th-sd3546
7d5fb361-6504-4b02-9b20-735efb10e67f,ocd-bill/0a391327-87a6-4ace-8f19-cf6f808b9b0d,ocd-bill-ma-194th-sd3724
8396a8c3-2558-40fb-8e39-816c30280150,ocd-bill/e71b6f4b-2fbd-4f85-a98a-d05820633bdf,ocd-bill-ma-194th-h5090
b763d0b7-bb3a-4bf8-8994-1422382082c7,ocd-bill/2d4b5cef-8fc8-4efc-ac44-868650af2b89,ocd-bill-ma-194th-h5005
9fb16749-ca22-47a1-a3c8-e9d3cf490d47,ocd-bill/a24b8cf0-7dde-4a52-9ddc-e14dd851e462,ocd-bill-ma-194th-sd3745
11ae3e39-2325-4a5e-8f25-3ca7228d351d,ocd-bill/68cb3fc0-bf3b-44d8-a984-edc635fd1a87,ocd-bill-ma-194th-hd5486
c235a17d-4892-4b0d-a88b-320dc2bf124d,ocd-bill/098f058e-c5ff-484e-bdd7-b341436b054a,ocd-bill-ma-194th-sd3648
8a09113f-6531-4e51-962f-7ce7398f45f0,ocd-bill/19b15ea8-e7f6-4d71-98b7-3529bc9a91b2,ocd-bill-ma-194th-h4959
0155706b-8376-4fc7-996d-2c3439e218b2,ocd-bill/f99ec8e5-fdbe-48ce-99b1-9ec9e1f388f6,ocd-bill-ma-194th-sd3656
6cad408a-5aef-41e7-a24a-18461343bcc0,ocd-bill/2a80ba1d-ae3f-4d35-8e15-d0a453e056b3,ocd-bill-ma-194th-sd3506
61ad224c-5538-4b79-b166-15c36f91a869,ocd-bill/2fc6560b-8e8b-430f-8b8b-2c003d012003,ocd-bill-ma-194th-hd5627
c91c6202-838e-4d19-a83e-8b36f52209a1,ocd-bill/294b97e5-8d96-4061-9ca8-ba67b1563516,ocd-bill-ma-194th-hd5624
c08611fc-a7ab-421c-b615-55902d50c68c,ocd-bill/20676158-5f12-4951-aeb7-435274203793,ocd-bill-ma-194th-s1910
9d17f5f8-cc49-4be4-b035-4d803434504c,ocd-bill/789f6496-0a7d-412a-8847-5d23853e8c7a,ocd-bill-ma-194th-h663
9989bd56-0854-4a39-a832-b5c78e5ee5c4,ocd-bill/66311757-c7c7-4ae5-bd37-55e739b95c98,ocd-bill-ma-194th-s1202
60f39521-4e3b-41ae-a376-a49ed91ade72,ocd-bill/089c9321-5e33-4687-9c6d-aa0d6eed5296,ocd-bill-ma-194th-h950
ef791d45-8253-4ce1-a818-2d23a01c3c06,ocd-bill/ececb409-a2a6-4a0a-a091-5e9c5849578d,ocd-bill-ma-194th-h138
b21e862f-74c6-47f5-9171-dd3ad3502a3f,ocd-bill/aad569e5-45e7-46d9-9a3b-bd6208c30e8c,ocd-bill-ma-194th-s1738
f8ffbda4-a981-4fb6-aec8-ba218452b7b0,ocd-bill/bdd99884-66f4-41c0-a95e-a2c62135249a,ocd-bill-ma-194th-h3458
5fafac75-ea59-493c-ad39-2a2f21a13a66,ocd-bill/3d5caa94-cb4e-4e75-83d0-8c391fc9da1a,ocd-bill-ma-194th-sd1
0ec6a0ea-2e11-4376-9e0b-00aa8af15e2e,ocd-bill/6afe0f5b-f259-4d14-9228-4f90a65bcd52,ocd-bill-ma-194th-s981
ddb0c450-2239-4226-a43c-c9053e182932,ocd-bill/dcd83b27-30c8-48ab-bd29-7c88056c83fe,ocd-bill-ma-194th-h1166
4cef4b60-2e61-4a6f-a442-0ca4d6d473cd,ocd-bill/06d15eda-dcd5-4afc-a498-05a322fe548d,ocd-bill-ma-194th-h79
b4e9f4ba-d328-46c5-bfcc-008fc807e16a,ocd-bill/7be2541a-667b-47c3-a65f-d40445ee2785,ocd-bill-ma-194th-s631
edfbf4bf-0232-480a-9ee3-d0dfe473f3f6,ocd-bill/63d1c9ee-7942-41a1-b579-d7ad9edef1a9,ocd-bill-ma-194th-h30
af0738cc-f1e5-43ed-92f3-630321ce9d47,ocd-bill/abae9dec-b16a-47db-9033-a3359d95e5d9,ocd-bill-ma-194th-h3712
2161de1c-9edd-4d00-88d7-2a54338c0da9,ocd-bill/8354ebba-48db-4303-8b8a-ca96f89d5389,ocd-bill-ma-194th-h1322
5db4ae93-81ac-42d2-9f76-67947086c62c,ocd-bill/353a542d-003d-40b3-a622-2540b73ec626,ocd-bill-ma-194th-h1450
958bb340-4175-4a81-a39a-554405584c99,ocd-bill/b7b51a88-9fc2-46da-acec-85bf7eee57c5,ocd-bill-ma-194th-sd18
8af01d7d-1ac5-47b3-bdc1-5618c4032d03,ocd-bill/b294b65e-4293-4b49-bbc5-841e5560aeca,ocd-bill-ma-194th-s517
fe1cf660-50c1-4372-8f53-6109ff31ecac,ocd-bill/60e4b44c-e87f-419d-a5d2-eda96f4b16f7,ocd-bill-ma-194th-s1371
308dd3de-e346-4311-aca2-c34409e17a3a,ocd-bill/a81bd7dc-18a0-4a37-bea4-3bdadb2ee8c1,ocd-bill-ma-194th-s1140
401029e5-f46b-4fd1-b614-aa902fea0a83,ocd-bill/db334db0-0a15-4a70-bfe5-cf1523168822,ocd-bill-ma-194th-s610
2c08fb19-7451-40c9-93fd-dc436b848669,ocd-bill/03ccc46e-9af4-4b3a-845d-17fd512c9096,ocd-bill-ma-194th-h877
1c9d7922-4c76-40c3-bcae-756045d9744b,ocd-bill/a515119c-6556-4fd2-98e6-31b71b6ce2fa,ocd-bill-ma-194th-sd15
bfe1255c-6161-43b7-b2f5-dd70a84d98c2,ocd-bill/a6f3966c-c245-49cb-af63-150d612e11ef,ocd-bill-ma-194th-h3582
e08a4cd1-ca00-47df-838e-8e6d4f5c1d07,ocd-bill/f08bcad8-4519-4d66-93b6-b8aed31b0475,ocd-bill-ma-194th-s1034
0891b140-31fb-4d9e-8387-3287fc05e991,ocd-bill/a9c0e5df-18ae-4180-b114-f94e279534b1,ocd-bill-ma-194th-h338
9557afe7-b82d-4fbd-ba6f-106a431d2e23,ocd-bill/286a637a-bf59-4d4c-9388-90a372fb42b9,ocd-bill-ma-194th-h3186
557a75e5-7373-44e9-9dde-5aae39575c14,ocd-bill/578b71f1-fd61-414c-83df-b9fb32e651cd,ocd-bill-ma-194th-h307
8abee4e3-a04a-425f-a8ef-a70a83ff6320,ocd-bill/827025e9-25f5-4b9e-b44f-267cb7c634c2,ocd-bill-ma-194th-h3206
fa1d98c3-a17c-493d-b4fd-24fe73f55b91,ocd-bill/4dffd941-f221-491f-9c04-b69b975362ed,ocd-bill-ma-194th-h24
439a21f0-97e9-421b-9fe3-86b1c1192698,ocd-bill/c1d3f55f-5aeb-4b6c-a2db-432a9f4d567d,ocd-bill-ma-194th-h1841
be58279c-0822-42a4-a7ac-27097d6ef850,ocd-bill/93fccb71-d366-498d-b917-b66a52a5f8b6,ocd-bill-ma-194th-s1831
11405e9c-d72f-47e7-bc30-ec209143ad86,ocd-bill/d2558960-a342-43d2-9036-df8bd66f5c6f,ocd-bill-ma-194th-h1575
c73e7678-507f-41f7-86f5-aff4679dd7ec,ocd-bill/9678ec13-7601-4424-9777-3f05a5a0828a,ocd-bill-ma-194th-h1539
4a158b93-1367-4aa7-bbe5-d35eb0bae781,ocd-bill/957f39e2-8262-42b2-bb22-5f39171f347e,ocd-bill-ma-194th-h3402
ac26d16a-02c5-470f-be32-dcfd66e8252e,ocd-bill/822a69f8-ecaf-4486-a2d9-ae9b5c77e076,ocd-bill-ma-194th-h3880
e2a7c723-a5c5-4734-8521-8002c0f858c5,ocd-bill/6472c8e9-488a-4118-ada0-fdf231a68558,ocd-bill-ma-194th-s1788
eeb73d86-87e3-45e6-b929-e46393027dc1,ocd-bill/0daacb91-f4a7-4ae2-ae28-f2d58fa39414,ocd-bill-ma-194th-h1546
1c8eb4e3-fd29-4598-a411-2171ddd59f59,ocd-bill/233bd276-e666-4c2e-8c59-97a5de9d5615,ocd-bill-ma-194th-s827
72f7a25b-8988-44cb-a437-2f8930767b3b,ocd-bill/b25afd8b-6ac0-4efc-ba22-db9467180307,ocd-bill-ma-194th-h3383
5b1c2ca5-6e93-409b-8a9e-0b7e36884538,ocd-bill/16039910-a554-4c22-a46d-398e51b15439,ocd-bill-ma-194th-h3440
348dd8ef-a802-463c-abe9-09ef0602f154,ocd-bill/3c554844-9984-4112-999d-99f7aa30931f,ocd-bill-ma-194th-s1171
d22d6290-7e0b-41bf-ab56-9a6204b67100,ocd-bill/e3e297c6-5495-4d8d-ae79-511a5a407bee,ocd-bill-ma-194th-h2462
1c572eac-2521-4cf3-80e7-33873ef5bbdd,ocd-bill/396ad959-b3d4-48fa-8b41-d5db1af2d5c7,ocd-bill-ma-194th-h2146
7ec0267e-753e-4637-9f0d-51af19462a98,ocd-bill/61bdebff-8215-4e4c-b509-d7e21bd9fd3b,ocd-bill-ma-194th-h694
41540d62-f790-498c-b720-e87202b68163,ocd-bill/c623a94a-664f-4d3c-92a9-8264958098fd,ocd-bill-ma-194th-h3234
a6146193-36cf-4bce-a0e4-810eea3aaa29,ocd-bill/ed07dd17-8ed8-417c-94ce-dfc93dec5cc3,ocd-bill-ma-194th-s977
a3dcfeb1-fcec-4f33-bec4-9abb62465b9c,ocd-bill/82896ce3-f50d-478a-93df-b6fa2ec6325e,ocd-bill-ma-194th-s449
04674c5b-839b-467a-bd1f-52f20f89929a,ocd-bill/fa06ea6d-078e-4f2c-8d37-f70a97d0fa96,ocd-bill-ma-194th-s2223
68e6e430-d073-4e8e-ad39-bbf367ed6973,ocd-bill/8739e8ca-c485-48a2-bdc4-fcb2ca799703,ocd-bill-ma-194th-sd8
98ba3b40-9f86-439d-b1bc-3334edb9bfbe,ocd-bill/67265c9e-f4a6-49d3-a7b0-35afa45c0080,ocd-bill-ma-194th-s2086
adc8be28-2db9-497f-bde2-284b072a941c,ocd-bill/a0618b51-97a4-4a6c-bea2-b3c6e3634824,ocd-bill-ma-194th-h2034
4c7166db-dc87-486e-9321-7094f587e667,ocd-bill/a640eed3-b48b-43a5-9d5f-4e5467b3f1a2,ocd-bill-ma-194th-h1839
725bd560-8794-4949-bdd1-f4a1583fbe28,ocd-bill/8360aa4f-94dd-475e-960e-f1704c1c05be,ocd-bill-ma-194th-s2319
925e4aee-9eee-4fb4-b68c-e364700b2170,ocd-bill/b7c9a255-d595-46cb-a241-fdf8ac606482,ocd-bill-ma-194th-h1321
7dfb0bc9-1fe3-475d-b62a-3ca8a9ad6a36,ocd-bill/36940a3f-f8c8-451f-9b0e-7c1c6e623575,ocd-bill-ma-194th-s1263
aece4b04-5521-4554-a08a-a2544d2de0c7,ocd-bill/a3ff0bca-b976-4c6f-bc64-afdced471531,ocd-bill-ma-194th-h3826
