id,identifier,title,classification,subject,session_identifier,jurisdiction,organization_classification
ocd-bill/b9e84c0f-2682-4879-a865-f440d0eb3533,SD 646,An Act relative to archaic laws,['bill'],[],192nd,Massachusetts,upper
ocd-bill/b14e3d72-0a86-40a7-aa48-8cba78eb8904,HD 1287,An Act to conform private with public subrogation policy,['bill'],[],192nd,Massachusetts,lower
ocd-bill/1da0e1e7-5c9a-4a5c-bffa-66668754b8bd,SD 670,An Act relative to Veterans' Education Tuition System (VETS),['bill'],[],192nd,Massachusetts,upper
ocd-bill/ddfd6124-4423-4275-8bb2-3549c5c0be6b,HD 1371,An Act regulating the location of pipelines,['bill'],[],192nd,Massachusetts,lower
ocd-bill/c6e3df12-a31a-45b7-b26a-da25bc1fd23c,S 1802,An Act relative to providing better notices and protections in the process for collecting delinquent property taxes,['bill'],[],192nd,Massachusetts,upper
ocd-bill/f43dcebd-8e40-4319-82aa-a2a88a8664b5,HD 1384,An Act expanding access to craft beer,['bill'],[],192nd,Massachusetts,lower
ocd-bill/4b5d6ce2-6acf-4c28-8470-7d571dcfb54e,SD 698,An Act establishing the official dinosaur of the commonwealth,['bill'],[],192nd,Massachusetts,upper
ocd-bill/f2e58355-63f6-4dd5-ad3d-e3f16df40c36,HD 1374,An Act regulating lottery funding,['bill'],[],192nd,Massachusetts,lower
ocd-bill/7f8d8848-4a69-4b54-944c-f1b88e240ed3,HD 1346,An Act to accelerate a child's reunification with family members and to eliminate unnecessary time in foster care,['bill'],[],192nd,Massachusetts,lower
ocd-bill/34ec302c-cff0-43de-af88-1af201f5ae44,HD 1362,An Act relative to establishing an animal abuse registry,['bill'],[],192nd,Massachusetts,lower
ocd-bill/d6cfc9e7-2dfe-40d7-92ae-fb5790bf53e0,HD 1336,An Act relative to investments in tourism and visitation marketing and promotion,['bill'],[],192nd,Massachusetts,lower
ocd-bill/148faeb2-c20b-4c80-bf5f-29f8c04ab2b1,SD 707,An Act for greater fairness in insurance policies,['bill'],[],192nd,Massachusetts,upper
ocd-bill/bcec7370-fe52-4839-ae12-74116bf36b15,H 1873,An Act preventing foreclosures by reducing administrative costs for small business property owners,['bill'],[],192nd,Massachusetts,lower
ocd-bill/e82e3cdf-06eb-4e9f-93a0-0e4ac2272c66,SD 688,An Act to allow parties to permit multiple candidates on nomination petitions in their own primaries,['bill'],[],192nd,Massachusetts,upper
ocd-bill/136188a0-7222-441e-9641-9fcd39d94667,SD 705,An Act relative to small house nursing homes,['bill'],[],192nd,Massachusetts,upper
ocd-bill/c0f323ba-2a06-4127-ba19-fceca32e0fd5,HD 1290,An Act relative to dual detention status,['bill'],[],192nd,Massachusetts,lower
ocd-bill/ea03f9c0-2405-4306-94de-9af42dbe2a48,HD 1385,An Act relative to out of state purchases at auto auctions,['bill'],[],192nd,Massachusetts,lower
ocd-bill/e15b482e-8a3e-4baf-8e2d-8c5dc52a1cda,S 1288,An Act removing preauthorization requirements for mental health acute treatment,['bill'],[],192nd,Massachusetts,upper
ocd-bill/afa31c85-65f7-4225-a2cc-b947d25cb8e7,HD 1373,An Act redefining natural gas compressor station,['bill'],[],192nd,Massachusetts,lower
ocd-bill/a4c5e5be-0858-4fb6-aef4-f69c8086ef85,SD 644,An Act relative to transparency in employee benefits reporting in private construction,['bill'],[],192nd,Massachusetts,upper
ocd-bill/4e390707-c4c5-4289-82fa-c40fb280f4b8,HD 1387,An Act relative to burial expenses for veterans,['bill'],[],192nd,Massachusetts,lower
ocd-bill/2a14e8c8-02f3-4feb-aee6-e2b6338fb8da,SD 695,Proposal for a legislative amendment to the Constitution specifying the method of apportioning the General Court,['bill'],[],192nd,Massachusetts,upper
ocd-bill/1e7dac75-55f4-4905-b323-4ac1a2617ebc,HD 1279,An Act relative to worker’s compensation insurance,['bill'],[],192nd,Massachusetts,lower
ocd-bill/82ef6a5d-6067-4fff-8b8c-7bec5b5d6104,HD 1383,An Act creating a commission to study the effects of unfunded mandates on municipalities,['bill'],[],192nd,Massachusetts,lower
ocd-bill/c6efc6e0-95be-4ab3-a240-a3c0f1eb73ec,SD 701,An Act relative to removing barriers to care for physician assistants,['bill'],[],192nd,Massachusetts,upper
ocd-bill/47603fb6-cd1d-4cfc-998b-f6848c0ee60a,SD 697,An Act to promote public safety and better outcomes for young adults,['bill'],[],192nd,Massachusetts,upper
ocd-bill/00ef9af8-b2a1-4da0-9b7e-59c6543beb01,H 4055,"Message from His Excellency the Governor returning with his objections thereto in writing the engrossed Bill establishing a special legislative commission to study poverty in the Commonwealth (see House, No. 4016). August 3, 2021",['bill'],[],192nd,Massachusetts,lower
ocd-bill/e2c4c440-a441-4601-b1b3-902f6ac15722,HD 1342,An Act relative to direct primary care,['bill'],[],192nd,Massachusetts,lower
ocd-bill/275dc10c-2243-4033-a1ac-6d0e20827dc9,HD 1370,An Act relative to CPCS reimbursement,['bill'],[],192nd,Massachusetts,lower
ocd-bill/21711373-08cd-45f3-b7bf-085d9bbddad7,HD 1352,An Act establishing statewide standards for sexual assault and domestic violence service providers,['bill'],[],192nd,Massachusetts,lower
ocd-bill/02938713-41b1-43d5-a913-ca656cb084aa,SD 642,An Act designating a certain bridge in the town of Dedham as the Honorable Kelly A. Timilty Memorial Bridge,['bill'],[],192nd,Massachusetts,upper
ocd-bill/1e3f2070-f84e-4f2b-a3a8-90cfb2422e95,SD 2610,DUA April 2021 UI Trust Fund Report,['bill'],[],192nd,Massachusetts,upper
ocd-bill/3e1a8d1b-8f0e-4996-ba81-94d6e0071da2,SD 684,An Act to allow electronic and blockchain signatures on nomination papers,['bill'],[],192nd,Massachusetts,upper
ocd-bill/47513bf2-6974-45b2-ac97-68347f497d29,SD 649,An Act relative to access to community corrections,['bill'],[],192nd,Massachusetts,upper
ocd-bill/b769d053-0ddc-4a0e-86c7-1d8bb0cf1a5a,SD 676,An Act relative to equity in public contracting in honor of Bruce C. Bolling,['bill'],[],192nd,Massachusetts,upper
ocd-bill/cf9d1129-178f-4a00-8665-efb9dab0c090,H 2639,An Act to provide pensions to surviving spouses of Department of Children and Families social workers killed in the line of duty,['bill'],[],192nd,Massachusetts,lower
ocd-bill/e04e0367-034a-4298-beb9-a955e1ff4317,H 2582,An Act designating certain employees of the Massachusetts Department of Transportation to be in Group 2 of the contributory retirement system,['bill'],[],192nd,Massachusetts,lower
ocd-bill/ef3eedaa-53fe-4d7b-a328-2291afe144a8,HD 1341,An Act regarding the appointment of court investigators and the admissibility of certain reports in care and protection cases,['bill'],[],192nd,Massachusetts,lower
ocd-bill/99860886-a2b7-41de-8d7e-89b31767bf92,HD 1344,An Act rescinding an order terminating parental rights,['bill'],[],192nd,Massachusetts,lower
ocd-bill/d356f5a2-d20a-403d-87c6-b70ddd1e6c9c,H 13,An Act relative to wages,['bill'],[],192nd,Massachusetts,lower
ocd-bill/3b30f4fc-2e43-4eac-89f6-2e7f73dba714,HD 1372,An Act relative to a senior citizen volunteer property tax reduction,['bill'],[],192nd,Massachusetts,lower
ocd-bill/2daa439f-cffc-4eaa-992f-29e60c286195,HD 1285,An Act revoking the town of Longmeadow’s acceptance of a certain general law establishing a board of election commissioners,['bill'],[],192nd,Massachusetts,lower
ocd-bill/adfa6d2b-66a5-4a5f-84e9-218dcfe03c2d,S 12,Proposed Emergency Rules for the 192nd General Court,['bill'],[],192nd,Massachusetts,upper
ocd-bill/48ca7c24-8929-4efd-95c2-db6e5624835e,SD 662,An Act further defining gas fitting under the regulation of plumbing,['bill'],[],192nd,Massachusetts,upper
ocd-bill/def948a7-0081-4705-9dae-091fb402d037,HD 1380,"An Act providing for certificates of rehabilitation, second chances, increased success, and community prosperity",['bill'],[],192nd,Massachusetts,lower
ocd-bill/1f98c823-09c2-4e9d-896f-a0230a82b153,H 8,An Act relative to public employee time fraud,['bill'],[],192nd,Massachusetts,lower
ocd-bill/e074bd81-12f5-4d58-8056-baa1b335b82b,HD 1355,An Act ensuring access to medications,['bill'],[],192nd,Massachusetts,lower
ocd-bill/a42d2d73-8c73-45ce-92e2-10f69da7711f,H 432,An Act returning liquor license control to municipalities,['bill'],[],192nd,Massachusetts,lower
ocd-bill/6f413096-7347-42f0-90c2-c8b7998278c7,H 2640,An Act authorizing independent retirement systems to divest from fossil fuel companies,['bill'],[],192nd,Massachusetts,lower
ocd-bill/8be56ce3-1492-4a46-833b-3ffe6899fc1c,S 2088,An Act establishing a Cybersecurity Control and Review Commission,['bill'],[],192nd,Massachusetts,upper
ocd-bill/19916b11-7d49-4d8b-8b9b-56f0378be8b7,H 1728,An Act providing a stipend for first justices and regional administrative justices,['bill'],[],192nd,Massachusetts,lower
ocd-bill/95cd6b9f-c222-49f9-8660-28367f1c71c1,H 4050,"Message from His Excellency the Governor returning with his objections thereto in writing the engrossed Bill relative to the taxation of pass-through entities (see House, No. 4009). August 3, 2021",['bill'],[],192nd,Massachusetts,lower
ocd-bill/4c26ca3e-f7c8-43c7-be2f-2ce29a44cccf,S 98,An Act establishing a program to promote infant sleep safety,['bill'],[],192nd,Massachusetts,upper
ocd-bill/85a068ff-19a7-4202-8ca3-510363d69d9a,H 3193,An Act designating the song “Roadrunner” as the official rock song of the Commonwealth,['bill'],[],192nd,Massachusetts,lower
ocd-bill/2024f629-bf6a-4c17-9666-fbd690a66da4,H 420,An Act relative to health clubs membership fees,['bill'],[],192nd,Massachusetts,lower
ocd-bill/50af5b4f-b8a8-44e9-9d07-687c2aa3c70b,H 1112,An Act relative to increasing consumer access to licensed rehabilitation counselors,['bill'],[],192nd,Massachusetts,lower
ocd-bill/b5bb5191-f6a2-4ef7-baf8-89b0ae31774b,H 4051,"Message from His Excellency the Governor returning with his objections thereto in writing the engrossed Bill relative to parking fees on Department of Conservation and Recreation roads (see House, No. 4010). August 3, 2021",['bill'],[],192nd,Massachusetts,lower
ocd-bill/a9d3753c-d545-454e-86cb-5b1c7dcb1bd7,S 1299,An Act to enhance patient education and informed consent before issuance of opioids,['bill'],[],192nd,Massachusetts,upper
ocd-bill/a333c65e-cc1a-4b39-88c6-4ef4cf5e79cc,S 192,An Act to provide increased access to hearing aids,['bill'],[],192nd,Massachusetts,upper
ocd-bill/02558362-65e9-4c69-9a28-86c5fc5caf52,S 1862,An Act abolishing the death tax,['bill'],[],192nd,Massachusetts,upper
ocd-bill/8499cdc6-0124-4561-b1ce-340ae35c3747,SD 2795,DPH Correctional Facility Inspection Reports,['bill'],[],192nd,Massachusetts,upper
ocd-bill/6c1d39e7-214f-4eab-9260-ae7f48cbb3ba,SD 2539,CEDAC 2020 Annual Report,['bill'],[],192nd,Massachusetts,upper
ocd-bill/5d94a3f1-2018-4ad1-a48c-040ae5c4934a,H 2584,An Act providing that decisions of the Labor Relations Commission in representation cases shall be subject to judicial review,['bill'],[],192nd,Massachusetts,lower
ocd-bill/625939b0-4ce0-44ae-8135-4be0f0d4cd0c,H 2986,An Act authorizing a local affordable housing surcharge,['bill'],[],192nd,Massachusetts,lower
ocd-bill/d88680d4-cb64-4874-a7e0-8020b86c5226,H 887,An Act establishing memorial markers in the towns of Milton and Canton in memory of certain law enforcement officers killed in the line of duty,['bill'],[],192nd,Massachusetts,lower
ocd-bill/fa7a92cf-1854-4d6b-8c50-2fdea98b45f9,H 324,An Act relative to increased consumer protections during a state of emergency,['bill'],[],192nd,Massachusetts,lower
ocd-bill/1bea1c32-8d8c-4b18-84cd-af2345775a80,SD 1236,DPH Correctional Facility Inspection Report - Essex County CAC,['bill'],[],192nd,Massachusetts,upper
ocd-bill/d0f7be9e-6a1f-4f0f-98b3-c5c8833b1e23,S 671,An Act relative to long-term care insurance consumer protections,['bill'],[],192nd,Massachusetts,upper
ocd-bill/66836656-760e-4a90-bc73-756db9612a8b,HD 181,An Act relative to proactively protecting automotive drivers,['bill'],[],192nd,Massachusetts,lower
ocd-bill/7d4ec434-d6d0-4b72-a9ec-8399e538a2e3,HD 184,An Act relative to escheat,['bill'],[],192nd,Massachusetts,lower
ocd-bill/939c457b-75ca-4e18-a2fc-a68ed5fe5434,HD 182,An Act relative to the definition of attempted murder,['bill'],[],192nd,Massachusetts,lower
ocd-bill/f6f863ee-9bf0-4a77-a0b5-1bd46d4f2d0c,HD 183,An Act relative to electric vehicles in high occupancy lanes,['bill'],[],192nd,Massachusetts,lower
ocd-bill/390119f7-f313-4103-846f-72172c59b18f,HD 189,An Act requiring municipalities to place insurance out to bid,['bill'],[],192nd,Massachusetts,lower
ocd-bill/b09071ab-db4b-45b8-ace3-736baa1b4118,HD 185,An Act clarifying the rights of employees in education collaboratives,['bill'],[],192nd,Massachusetts,lower
ocd-bill/8aeaf894-f284-4164-970a-1842598c007b,HD 192,An Act relative to retirement benefits for Mary Donna Nodurf,['bill'],[],192nd,Massachusetts,lower
ocd-bill/58b8dbfb-02e0-4e70-952f-7f255376343c,HD 177,An Act relative to certain retirement benefits for the surviving spouse of a state police officer injured in the line of duty,['bill'],[],192nd,Massachusetts,lower
ocd-bill/ef97d47d-1e1f-44dc-bda1-7528d8d33004,HD 187,"An Act allowing businesses to sign up for the ""Do Not Call"" list",['bill'],[],192nd,Massachusetts,lower
ocd-bill/2b4fb3fa-9d6b-46e4-8f5f-cade7cb1dfcb,SD 121,An Act relative to corporate accountability for political spending,['bill'],[],192nd,Massachusetts,upper
ocd-bill/5a1eb130-4fcf-43d7-9cb8-7d5f05af4591,HD 179,An Act to ensure benefits through enhanced Selective Service registration,['bill'],[],192nd,Massachusetts,lower
ocd-bill/9941bc19-4bd9-4ac8-92b9-0b09fcc6eecf,SD 122,An Act relative to fair elections,['bill'],[],192nd,Massachusetts,upper
ocd-bill/61c2a12c-be38-41e3-81d2-b32a35ab94d0,HD 178,An Act relative to youth soccer referees,['bill'],[],192nd,Massachusetts,lower
ocd-bill/62600d6b-60a4-4e38-ad5e-79b723910189,S 1032,An Act relative to preventing suicide,['bill'],[],192nd,Massachusetts,upper
ocd-bill/0199b8ec-030c-4cec-a521-bacec0bd0627,S 1860,An Act relative to the small commercial tax exemption,['bill'],[],192nd,Massachusetts,upper
ocd-bill/5c5d0657-d6a4-4536-9a0c-22a40d74ffb0,SD 547,DPU 2020 Annual Report,['bill'],[],192nd,Massachusetts,upper
ocd-bill/749ece8f-b76d-4f10-8e08-475040dff89a,H 2672,An Act to provide certain employees in the department of corrections with line of duty death benefits,['bill'],[],192nd,Massachusetts,lower
ocd-bill/3d0458a5-d06f-4db1-9d49-c01a117bbc80,H 1404,An Act providing for rent regulation and control of evictions in mobile home park accommodations in the city of Attleboro,['bill'],[],192nd,Massachusetts,lower
ocd-bill/ed1450d4-a154-4777-8f32-64a8028155b0,H 767,An Act to provide to certain employees of the Commonwealth the right to participate collectively in the political process,['bill'],[],192nd,Massachusetts,lower
ocd-bill/a9132456-26a8-429c-83b7-7fe158e05f56,H 3270,An Act relative to double poles,['bill'],[],192nd,Massachusetts,lower
ocd-bill/eda3816e-2758-468c-97d4-36755c6c5079,SD 213,MBTA FMCB 2020 Annual Report,['bill'],[],192nd,Massachusetts,upper
ocd-bill/06b7250a-aa27-46cd-9320-2eb1b5c25606,SD 614,DMH 2020 Annual Report on Treatment at MASAC,['bill'],[],192nd,Massachusetts,upper
ocd-bill/11c37b7d-36a0-467c-9f4e-fc9df5f6ea29,H 2611,An Act relative to certain retirement benefits for the surviving spouse of a state police officer injured in the line of duty,['bill'],[],192nd,Massachusetts,lower
ocd-bill/dd3f4160-870d-4545-9928-0d944fea309e,S 654,An Act relative to out-of-pocket expenses for prescription drug coverage,['bill'],[],192nd,Massachusetts,upper
ocd-bill/96eb8dd8-a7ef-4ce1-92d3-7b8ea0e74599,H 1650,"An Act holding habitual, violent offenders responsible for simultaneous crimes",['bill'],[],192nd,Massachusetts,lower
ocd-bill/30d19072-fd0d-43e4-add4-fb5842a1f698,H 3661,An Act relative to housing for veterans,['bill'],[],192nd,Massachusetts,lower
ocd-bill/c0fca78e-c47c-42e3-b210-af064d3deb1c,H 888,An Act relative to non-lethal animal population control,['bill'],[],192nd,Massachusetts,lower
ocd-bill/b20aa991-11af-4f2d-90c1-87fa311c10cb,H 4047,"Message from His Excellency the Governor returning with his objections thereto in writing the engrossed Bill relative to the water supply protection trust (see House, No. 4005). August 3, 2021",['bill'],[],192nd,Massachusetts,lower
ocd-bill/6698ec04-b2ec-4498-abd4-849c11a6efc8,H 1862,An Act to amend the medical peer review law,['bill'],[],192nd,Massachusetts,lower
ocd-bill/589b6b28-90fe-4e7b-b522-6a734fad8709,H 2652,An Act relative to the health and welfare of the University of Massachusetts police,['bill'],[],192nd,Massachusetts,lower
ocd-bill/3a352252-2828-496b-9aca-99914f75094f,H 3722,"An Act relative to the design, development, construction and operation of a senior low-income and affordable housing project located at 144 Greenmont Avenue in the town of Dracut",['bill'],[],192nd,Massachusetts,lower
ocd-bill/e65eebaf-8980-4f77-b4e9-74c4a2f0c001,S 1076,An Act relative to visitation and family court matters in domestic violence cases,['bill'],[],192nd,Massachusetts,upper
ocd-bill/2512a746-5929-4c25-8d89-11af863b0d75,H 3632,An Act regarding right of way violations (CeCelia's Law),['bill'],[],192nd,Massachusetts,lower
ocd-bill/c135d3a0-1684-488b-abde-24fc47936c2b,SD 2794,Pioneer Valley Transit Authority FY21 Auditors' Report,['bill'],[],192nd,Massachusetts,upper
ocd-bill/6c78f20d-fcba-4b8c-a778-2abcbb306834,SD 2718,DPH Correctional Facility Inspection Report - MCI Concord,['bill'],[],192nd,Massachusetts,upper
ocd-bill/92bcb415-c337-45d9-a797-eb2718c53075,H 1891,An Act relative to authorizing electronic signatures for electronic applications for criminal complaint,['bill'],[],192nd,Massachusetts,lower
ocd-bill/3d2ec912-64a7-40dc-8217-3d033f5a6966,S 961,An Act relating to costs of appeals by the Commonwealth,['bill'],[],192nd,Massachusetts,upper
ocd-bill/97bc9ce5-e97e-496a-aca6-a1b5af13f58f,S 844,An Act to require disclosure of conflicts of interests in academic institutions,['bill'],[],192nd,Massachusetts,upper
ocd-bill/08a6f2fd-4851-43d4-a16b-d5ecaf57282a,H 3498,An Act relative to antique motor vehicles,['bill'],[],192nd,Massachusetts,lower
ocd-bill/2045e7ad-5d0a-4ddc-98bc-3d27714b0409,H 3501,An Act relative to littering,['bill'],[],192nd,Massachusetts,lower
ocd-bill/cfe7bcc9-3f40-487f-885d-9cdc739a2a3d,H 1892,An Act authorizing electronic signatures on search warrant applications,['bill'],[],192nd,Massachusetts,lower
ocd-bill/389b660e-5939-46ed-a173-757ca1f87e13,H 1634,An Act relative to the Uniform Child Custody Jurisdiction and Enforcement Act,['bill'],[],192nd,Massachusetts,lower
ocd-bill/896d11e9-3ec0-4582-9b25-06aa3e24f137,H 1943,An Act relative to collective bargaining rights,['bill'],[],192nd,Massachusetts,lower
ocd-bill/4829122c-4706-4f99-a3bd-9f286ea0db1c,SD 2504,DTA FY21 TAFDC Eligible Noncitizen Status Clients Report,['bill'],[],192nd,Massachusetts,upper
ocd-bill/b346f7e6-67a5-4fc7-bc9e-94bb09cfe771,H 2132,"An Act relative to further increasing the fines for cruelty to animals, and establishing a fund dedicated to improvements for local animal shelters",['bill'],[],192nd,Massachusetts,lower
ocd-bill/5d977f08-a91d-4a67-a6a7-4875f1a28277,S 1721,An Act relative to the teachers retirement system,['bill'],[],192nd,Massachusetts,upper
ocd-bill/b537c1cb-5bc8-4aff-95bd-afffd5fe65b3,H 1618,An Act relative to the age of consent in certain criminal prosecutions and civil actions for sexual assault and rape of a child,['bill'],[],192nd,Massachusetts,lower
ocd-bill/61342829-af7d-4bc0-9d28-331de00139ca,H 3054,An Act relative to tax relief for low-income seniors,['bill'],[],192nd,Massachusetts,lower
ocd-bill/df40ba7e-f997-4eab-800f-93e3a7429829,S 1617,An Act relative to elevator certification fees,['bill'],[],192nd,Massachusetts,upper
ocd-bill/1bf966b6-3f53-41bf-be8b-bc772e2d3277,H 385,An Act relative to training for certain medical professional about eating disorders,['bill'],[],192nd,Massachusetts,lower
ocd-bill/f7d554bd-38a4-456b-ae0f-344b1d4b9255,S 402,An Act relative to emergency lighting in senior housing,['bill'],[],192nd,Massachusetts,upper
ocd-bill/de3fb460-02cb-40d8-8cd2-0c54851c465a,H 72,An Act providing for the terms of certain bonds to be issued by the Commonwealth,['bill'],[],192nd,Massachusetts,lower
ocd-bill/7ce61885-0707-4ab1-9da7-1b18b3cc0df7,H 84,Proposal for a legislative amendment to the Constitution to define the succession plan for a vacancy in the office of Lieutenant Governor,['bill'],[],192nd,Massachusetts,lower
ocd-bill/a438c55c-b8b9-4bc1-b2c8-66f344c0abf4,H 78,Proposal for a legislative amendment to the Constitution for a Constitutional Right to Housing,['bill'],[],192nd,Massachusetts,lower
ocd-bill/449938a2-f043-4063-a2bf-d8de0c731860,HD 657,An Act to remove the film tax credit expiration date,['bill'],[],192nd,Massachusetts,lower
ocd-bill/9aca9458-3edf-47dd-9836-016f98583a30,HD 4669,An Act relative to recall elections in the town of Monterey,['bill'],[],192nd,Massachusetts,lower
ocd-bill/9ed823e5-a29e-45c4-a76d-c818aa5b5910,H 3706,An Act relative to improving safety on the roads of the Commonwealth,['bill'],[],192nd,Massachusetts,lower
ocd-bill/4f09029f-fa48-4c79-809d-9a9b06313d8f,H 3713,An Act relative to credit card surcharges,['bill'],[],192nd,Massachusetts,lower
ocd-bill/06e0f47f-3d81-4327-8166-2527c07e4884,H 3718,An Act teaching anti-racism in Massachusetts schools,['bill'],[],192nd,Massachusetts,lower
ocd-bill/5092ab1f-3844-40cf-8bf4-a8d9b363afe3,H 3728,An Act relative to the transparency of electronic weapons and devices,['bill'],[],192nd,Massachusetts,lower
ocd-bill/16febc38-aa9f-46e6-b4f7-8f34b7966c46,H 3721,An Act relative to avoiding Senior homelessness and maintaining Senior housing-stabilization of rents,['bill'],[],192nd,Massachusetts,lower
ocd-bill/39672d42-cd95-48de-abc6-902369c27027,H 4001,"An Act making appropriations for the fiscal year 2022 for the maintenance of the departments, boards, commissions, institutions and certain activities of the Commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",['bill'],[],192nd,Massachusetts,lower
ocd-bill/7f6ee1e1-2d1e-4f5f-b03c-9640ca40be57,HD 4209,An Act authorizing the town of Lexington to adopt and enforce local regulations restricting new fossil fuel infrastructure in certain construction,['bill'],[],192nd,Massachusetts,lower
ocd-bill/3d24ab8d-34f2-477b-9ff1-7eb639d5ad89,H 3719,An Act allowing 17 year olds to vote in town elections and town meetings,['bill'],[],192nd,Massachusetts,lower
ocd-bill/983107e3-07b3-4d64-b801-ef97acb9b3b8,H 3711,An Act investigating the economic impact of certain Massachusetts laws,['bill'],[],192nd,Massachusetts,lower
ocd-bill/4bf527d2-84fb-4d03-9224-30a899993eeb,HD 4208,An Act authorizing the town of Lexington to establish transit improvement districts,['bill'],[],192nd,Massachusetts,lower
ocd-bill/6cfaeb2f-6a3e-41b3-9343-763718ccd779,S 2444,An Act relative to public employee income protection,['bill'],[],192nd,Massachusetts,upper
ocd-bill/4773513d-7427-4319-922c-17251dac762e,HD 4206,An Act relative to pesticides,['bill'],[],192nd,Massachusetts,lower
ocd-bill/56ebb08a-8a3b-4af9-8222-d73df887db79,H 3736,An Act relative to mopeds and scooters operating on public ways,['bill'],[],192nd,Massachusetts,lower
ocd-bill/2ba1ce8d-b9a8-4d72-a968-c2e423604f49,HD 4207,An Act to establish a surcharge on specific commercial development activities for the purpose of funding the creation of community housing,['bill'],[],192nd,Massachusetts,lower
ocd-bill/b86dc981-b9d3-494e-a6cc-bc37e0cad338,H 3737,An Act relative to blood testing for certain drivers,['bill'],[],192nd,Massachusetts,lower
ocd-bill/183dddc8-2f9a-43e0-b449-1c37d63080d1,SD 2614,DPH Correctional Facility Inspection Report - Western MA Recovery and Wellness Center,['bill'],[],192nd,Massachusetts,upper
ocd-bill/e3cc494f-7463-4296-8003-740ff5074303,HD 4210,An Act authorizing the town of Danvers to convey and acquire certain property,['bill'],[],192nd,Massachusetts,lower
ocd-bill/8f8fb758-f8e4-4ff4-8a4d-d8c27a0a92ac,HD 4211,An Act authorizing the Commonwealth of Massachusetts to convey a certain parcel of land to the Claremont Realty Trust in the city of Framingham,['bill'],[],192nd,Massachusetts,lower
ocd-bill/4c535aa4-6173-4505-bc41-819f5c14ac8f,H 3738,"An Act to ensure the rapid, accessible and equitable administration of the COVID-19 vaccine",['bill'],[],192nd,Massachusetts,lower
ocd-bill/86223189-b7ed-44be-ba73-e22b6d6b6364,SD 2613,An Act designating a certain playground on the Esplanade in the city of Boston as the Gronk Playground,['bill'],[],192nd,Massachusetts,upper
ocd-bill/b5a56e15-da5b-4742-a0ef-38641f367bf9,H 3723,Resolutions requesting the Governor to remove Judge Abbie L Ross from the Essex County Family and Probate Court,['bill'],[],192nd,Massachusetts,lower
ocd-bill/d468724e-e54f-49c7-9bdb-9b9c4bdf448d,H 3730,An Act related to Group Insurance Commission Trust Fund,['bill'],[],192nd,Massachusetts,lower
ocd-bill/d6aec9e6-60c9-4ae9-896e-5c23d37b32dc,H 3733,An Act recognizing film production in Massachusetts,['bill'],[],192nd,Massachusetts,lower
ocd-bill/d4d1a0e2-fd59-4271-af04-b01a0d215d8d,H 4056,"Message from His Excellency the Governor returning with his objections thereto in writing the engrossed Bill establishing a higher education affordability task force (see House, No. 4018). August 3, 2021",['bill'],[],192nd,Massachusetts,lower
ocd-bill/f56f48f5-c447-452d-8503-2e2bf94b1e0b,SD 128,An Act establishing Massachusetts Freedom Day,['bill'],[],192nd,Massachusetts,upper
ocd-bill/739f201d-e6e6-4911-bd92-6d0496a5dfe6,HD 190,An Act financing a program for improvements to the Unemployment Insurance Trust Fund and relief to employers in the Commonwealth,['bill'],[],192nd,Massachusetts,lower
ocd-bill/67e12587-9e64-4d4a-913f-e4fe2b11b64c,SD 123,An Act to reduce the financial barriers to renting homes,['bill'],[],192nd,Massachusetts,upper
ocd-bill/b02fb0dd-d43f-4c4b-b0e9-ad8cee151609,HD 195,An Act to prevent concussion and head injury,['bill'],[],192nd,Massachusetts,lower
ocd-bill/f50c0ce6-f250-41ba-b445-fc231de58e3d,HD 193,An Act relative to absentee ballots,['bill'],[],192nd,Massachusetts,lower
ocd-bill/f739863b-bec6-4078-b5c8-e401919f9ae9,SD 124,An Act to establish the Massachusetts works progress administration,['bill'],[],192nd,Massachusetts,upper
ocd-bill/604188b0-b01e-4d97-8883-8497d75d3e97,SD 129,An Act relative to the divestment of state pension funds from nuclear weapons,['bill'],[],192nd,Massachusetts,upper
ocd-bill/93bdad15-9622-489a-b8d7-09d2ff28b666,HD 194,An Act relative to changing the minimum age requirement for kindergarten,['bill'],[],192nd,Massachusetts,lower
ocd-bill/0c97a75d-37a5-4d8a-a5b1-fb0074127158,SD 127,An Act relative to patient safety in nursing homes,['bill'],[],192nd,Massachusetts,upper
ocd-bill/54a1bd31-b782-409c-adea-5dd2c264584c,SD 126,An Act to provide equal stimulus checks to immigrant taxpayers,['bill'],[],192nd,Massachusetts,upper
ocd-bill/82bb97f5-25c7-4492-9602-89fcf687e410,HD 4214,An Act designating a certain playground on the Esplanade in the city of Boston as the Gronk Playground,['bill'],[],192nd,Massachusetts,lower
ocd-bill/0a8c2c79-262b-4801-be84-a39bddaa8518,S 447,An Act to allow parties to permit enrolled members of other parties to run in their own primary,['bill'],[],192nd,Massachusetts,upper
ocd-bill/e7b95da0-4879-4edc-a8f1-ef63be71e2b6,SD 3309,Communication from the Executive Office of Health and Human Services (pursuant to Section 30 of Chapter 22 of the Acts of 2022) submitting an update to its COVID-19 vaccine equity plan 60-day report,['bill'],[],192nd,Massachusetts,upper
ocd-bill/b5141ed9-0a4e-4a4a-963b-6359b0cd71e5,S 3100,An Act amending the charter for the town of Nantucket,['bill'],[],192nd,Massachusetts,upper
