created_at,updated_at,extras,id,name,parent_id,jurisdiction_id,classification,sources,links,other_names
2023-02-23 02:05:26.491762+00:00,2024-10-09 23:57:48.975618+00:00,{},ocd-organization/ed58689a-2e66-4526-b792-34a0274dc3ba,House Committee on Bills in the Third Reading,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/H36', 'note': 'Committee List page of malegislature gov site'}, {'url': 'https://malegislature.gov/Committees/Detail/H36', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/H36', 'note': 'homepage'}, {'url': 'https://malegislature.gov/Committees/House/H36', 'note': ''}]","[{'name': 'House Bills in the Third Reading', 'end_date': '', 'start_date': ''}, {'name': 'House Bills in the Third Reading Committee', 'end_date': '', 'start_date': ''}, {'name': 'House Committee on Bills in the Third Reading', 'end_date': '', 'start_date': ''}]"
2023-02-23 02:05:24.360671+00:00,2024-10-09 23:57:49.058816+00:00,{},ocd-organization/3c234c9e-e260-4563-b380-08743df0955e,"House Committee on Operations, Facilities and Security",ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/H53', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/H53', 'note': 'homepage'}]","[{'name': 'House Committee on Operations, Facilities and Security', 'end_date': '', 'start_date': ''}, {'name': 'House Operations, Facilities and Security', 'end_date': '', 'start_date': ''}, {'name': 'House Operations, Facilities and Security Committee', 'end_date': '', 'start_date': ''}]"
2023-02-23 02:05:24.663678+00:00,2024-10-09 23:57:49.720688+00:00,{},ocd-organization/0c12c0cf-0a4e-4b55-8b10-5a2b259826d2,House Committee on Ethics,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/H38', 'note': 'Committee List page of malegislature gov site'}, {'url': 'https://malegislature.gov/Committees/Detail/H38', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/H38', 'note': 'homepage'}, {'url': 'https://malegislature.gov/Committees/House/H38', 'note': ''}]","[{'name': 'House Committee on Ethics', 'end_date': '', 'start_date': ''}, {'name': 'House Ethics', 'end_date': '', 'start_date': ''}, {'name': 'House Ethics Committee', 'end_date': '', 'start_date': ''}]"
2023-02-23 02:05:25.886134+00:00,2024-10-09 23:57:49.412163+00:00,{},ocd-organization/8f174cc8-cccc-46a2-b8ed-fdd942f96ccb,House Committee on Rules,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/H33', 'note': 'Committee List page of malegislature gov site'}, {'url': 'https://malegislature.gov/Committees/Detail/H33', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/H33', 'note': 'homepage'}, {'url': 'https://malegislature.gov/Committees/Detail/TH33', 'note': ''}]","[{'name': 'House Committee on Rules', 'end_date': '', 'start_date': ''}, {'name': 'House Rules', 'end_date': '', 'start_date': ''}, {'name': 'House Rules Committee', 'end_date': '', 'start_date': ''}]"
2023-02-23 02:05:29.548170+00:00,2024-10-09 23:57:52.919987+00:00,{},ocd-organization/d9f8d573-3c92-4b1a-97c2-f3d32a0e640b,Senate Committee on Intergovernmental Affairs,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/S55', 'note': 'Committee List page of malegislature gov site'}, {'url': 'https://malegislature.gov/Committees/Detail/S55', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/S55', 'note': 'homepage'}]","[{'name': 'Senate Committee on Intergovernmental Affairs', 'end_date': '', 'start_date': ''}, {'name': 'Senate Intergovernmental Affairs', 'end_date': '', 'start_date': ''}, {'name': 'Senate Intergovernmental Affairs Committee', 'end_date': '', 'start_date': ''}]"
2023-02-23 02:05:27.409215+00:00,2024-12-24 13:33:00.419037+00:00,{},ocd-organization/2ab4f2f6-bef2-41a8-be30-4d278ff48b30,House Committee on Human Resources and Employee Engagement,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/H45', 'note': 'Committee List page of malegislature gov site'}, {'url': 'https://malegislature.gov/Committees/Detail/H45', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/H45', 'note': 'homepage'}]","[{'name': 'House Committee on Human Resources and Employee Engagement', 'end_date': '', 'start_date': ''}, {'name': 'House Human Resources and Employee Engagement', 'end_date': '', 'start_date': ''}, {'name': 'House Human Resources and Employee Engagement Committee', 'end_date': '', 'start_date': ''}]"
2023-02-23 02:05:25.581890+00:00,2024-12-24 13:33:00.982620+00:00,{},ocd-organization/84d4e8b6-44cd-4b8e-a73b-a58736eeb4f7,House Committee on Global Warming and Climate Change,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/H51', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/H51', 'note': 'homepage'}, {'url': 'https://malegislature.gov/Committees/House/H51', 'note': ''}]","[{'name': 'House Committee on Global Warming and Climate Change', 'end_date': '', 'start_date': ''}, {'name': 'House Global Warming and Climate Change', 'end_date': '', 'start_date': ''}, {'name': 'House Global Warming and Climate Change Committee', 'end_date': '', 'start_date': ''}]"
2023-02-23 02:05:27.111630+00:00,2024-12-24 13:33:01.614487+00:00,{},ocd-organization/3af8ee0f-ea4a-43b1-ac6e-cc67a77bf936,"House Committee on Steering, Policy and Scheduling",ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/H52', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/H52', 'note': 'homepage'}]","[{'name': 'House Committee on Steering, Policy and Scheduling', 'end_date': '', 'start_date': ''}, {'name': 'House Steering, Policy and Scheduling', 'end_date': '', 'start_date': ''}, {'name': 'House Steering, Policy and Scheduling Committee', 'end_date': '', 'start_date': ''}]"
2023-02-23 02:05:19.333445+00:00,2024-12-24 13:33:02.114995+00:00,{},ocd-organization/ce291285-3c4f-486d-a438-950d362fe892,Joint Committee on Emergency Preparedness and Management,ocd-organization/9c4e7b53-9912-4394-a40a-14b5ecdb8aba,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/J52', 'note': 'Committee List page of malegislature gov site'}, {'url': 'https://malegislature.gov/Committees/Detail/J52', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/J52', 'note': 'homepage'}]","[{'name': 'Joint Committee on Emergency Preparedness and Management', 'end_date': '', 'start_date': ''}, {'name': 'Joint Emergency Preparedness and Management', 'end_date': '', 'start_date': ''}, {'name': 'Joint Emergency Preparedness and Management Committee', 'end_date': '', 'start_date': ''}]"
2023-02-23 02:05:14.956180+00:00,2024-12-24 13:33:03.369583+00:00,{},ocd-organization/7ecffb6d-0e1a-4b59-b3eb-3ab7e72c88a5,"Joint Committee on Telecommunications, Utilities and Energy",ocd-organization/9c4e7b53-9912-4394-a40a-14b5ecdb8aba,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/J37', 'note': 'Committee List page of malegislature gov site'}, {'url': 'https://malegislature.gov/Committees/Detail/J37', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/J37', 'note': 'homepage'}]","[{'name': 'Joint Committee on Telecommunications, Utilities and Energy', 'end_date': '', 'start_date': ''}, {'name': 'Joint Telecommunications, Utilities and Energy', 'end_date': '', 'start_date': ''}, {'name': 'Joint Telecommunications, Utilities and Energy Committee', 'end_date': '', 'start_date': ''}]"
2023-02-23 02:05:21.832288+00:00,2024-12-24 13:33:04.651930+00:00,{},ocd-organization/3587e716-38b3-43eb-8bef-e2b83093104b,Joint Committee on Agriculture,ocd-organization/9c4e7b53-9912-4394-a40a-14b5ecdb8aba,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/J38', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/J38', 'note': 'homepage'}]","[{'name': 'Joint Agriculture', 'end_date': '', 'start_date': ''}, {'name': 'Joint Agriculture Committee', 'end_date': '', 'start_date': ''}, {'name': 'Joint Committee on Agriculture', 'end_date': '', 'start_date': ''}]"
2023-02-23 02:05:20.566669+00:00,2024-12-24 13:33:05.143264+00:00,{},ocd-organization/fc37afe6-4ccb-4b3f-a169-d3e11061296b,Joint Committee on Ways and Means,ocd-organization/9c4e7b53-9912-4394-a40a-14b5ecdb8aba,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/J39', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/J39', 'note': 'homepage'}]","[{'name': 'Joint Committee on Ways and Means', 'end_date': '', 'start_date': ''}, {'name': 'Joint Ways and Means', 'end_date': '', 'start_date': ''}, {'name': 'Joint Ways and Means Committee', 'end_date': '', 'start_date': ''}]"
2023-02-23 02:05:19.647402+00:00,2024-12-24 13:33:06.514104+00:00,{},ocd-organization/50bd20e2-dec7-401c-b429-2646dd8e1e72,Joint Committee on Environment and Natural Resources,ocd-organization/9c4e7b53-9912-4394-a40a-14b5ecdb8aba,ocd-jurisdiction/country:us/state:ma/government,committee,"[{'url': 'https://malegislature.gov/Committees/Detail/J21', 'note': 'Committee List page of malegislature gov site'}, {'url': 'https://malegislature.gov/Committees/Detail/J21', 'note': 'Committee Details Page'}]","[{'url': 'https://malegislature.gov/Committees/Detail/J21', 'note': 'homepage'}]","[{'name': 'Joint Committee on Environment and Natural Resources', 'end_date': '', 'start_date': ''}, {'name': 'Joint Environment and Natural Resources', 'end_date': '', 'start_date': ''}, {'name': 'Joint Environment and Natural Resources Committee', 'end_date': '', 'start_date': ''}]"
