id,bill_id,related_bill_id,identifier,legislative_session,relation_type
d80f059f-1496-45a9-982f-1aafcd50084e,ocd-bill/e5db47c4-76b2-4d9f-9aab-f10b434c2e20,,HD 5289,193rd,replaces
16899b1a-4368-45f3-900f-553067cd5240,ocd-bill/fe1d782a-0d7b-4a35-81ac-f4b94ba2a2e1,,HD 5288,193rd,replaces
e25d3463-4ec8-4ab6-99a1-cb43daf0dc6a,ocd-bill/16cc5d9b-cc16-4073-b877-19890f00fd97,,SD 3289,193rd,replaces
a9cff922-beaa-45d2-bffa-48c66176df3d,ocd-bill/73f8bfec-9359-4284-9a6e-2f885f3860c0,ocd-bill/83853dbe-b394-4d12-a164-82a30d175669,SD 3049,193rd,replaces
0527b056-42f8-43a5-80d2-e13ddb28d5d7,ocd-bill/f8095a32-e47d-4ddb-8a80-414028552688,ocd-bill/6418368f-093d-42bf-b30e-aa7bf849021b,HD 2373,193rd,replaces
146d4479-8b43-4567-9d7d-5a58c8e9ad06,ocd-bill/bd87430a-0258-4da5-9847-d1e8844546cd,ocd-bill/3629dea4-abd0-4e70-82b5-3d2460e3f2c6,HD 5100,193rd,replaces
6582a365-4466-4d3f-b3de-b8fd9d1f12be,ocd-bill/3293c56b-de17-4c52-a997-f95c6e4a0431,ocd-bill/5a489427-777c-4e2c-84e7-ad16d3d1a9cd,HD 5157,193rd,replaces
11a2d6be-8500-48b3-abfd-e33f06579a6a,ocd-bill/570c934c-c6cf-40b5-b8d3-51bccaa79e39,,SD 3290,193rd,replaces
a004463c-ba7a-4612-8a66-eb678b43d483,ocd-bill/8b46d943-59a3-4d17-a0c5-74f15c2401e6,ocd-bill/3d59a3a9-8022-4cd9-abde-9fbea2eb1043,HD 5094,193rd,replaces
fe3e7712-5d1f-4db5-9a45-9039a5d5d1bc,ocd-bill/b65e3b23-4662-4c0d-8b27-5d5bc1d9ca06,ocd-bill/6e9a1133-e9ef-4997-9c52-ee5664286b95,HD 5173,193rd,replaces
a62feba9-7bde-4f3f-a398-7f1b7e201a67,ocd-bill/e57b2bcc-c634-4a05-8114-9631531f4991,,HD 5188,193rd,replaces
8ec24989-4f03-4a78-a1dc-2ed4d71af655,ocd-bill/cdaad739-d9f6-4f0a-99e1-3da85b92fb04,ocd-bill/8cb26f1f-c637-4dbb-97d7-ccb4d5d68edf,HD 5332,193rd,replaces
0bec22d8-db42-4c54-ac43-62df869d03c3,ocd-bill/4422cb8d-bb46-41b5-ab35-d2ec392ad040,ocd-bill/3291cbd5-a2e9-4dbe-806b-004225ea435e,HD 5024,193rd,replaces
f695da5f-592d-4611-81ea-1f355bec5f05,ocd-bill/bd06b922-07d6-460d-b5d3-c20552114ec7,,HD 5189,193rd,replaces
d1e835de-d936-48a7-8225-089a9ee4b956,ocd-bill/4c6fcc04-3e3d-4343-babe-e5e4beb221f7,,SD 3291,193rd,replaces
00bcf056-495d-419d-9f0f-74b25dc08aec,ocd-bill/ae6170d5-5d9d-43c9-a3dc-2fb787ddeb3a,ocd-bill/cce80035-a73a-40ed-aa2c-85f4ce4e6744,HD 5350,193rd,replaces
943b7e09-6f61-46b6-8e5c-d4fb067bdb3d,ocd-bill/e04cac28-dedc-434c-900f-63d046fea68e,,HD 5193,193rd,replaces
0ee3bb23-88a4-4823-9d89-e90b37c3220e,ocd-bill/16c0a461-755c-45d8-bfa3-85263735e2ea,,HD 5194,193rd,replaces
4db5ba4d-eb4a-4787-a070-28c3b84614bc,ocd-bill/7b5f7c2e-bb67-42f5-8855-fd9c6cc8ddf0,ocd-bill/34350181-25a0-4a26-8dbc-8171735c6efc,HD 4701,193rd,replaces
f1a1fb74-d413-49bf-a779-d46d5a8f5a57,ocd-bill/5d578a0b-3b6c-49fd-adc2-6b02f9063b87,ocd-bill/65297b84-5aec-48b2-9696-7dc446a92279,HD 5161,193rd,replaces
656e1e4f-d0b7-4d77-a7a5-c75b4320a9eb,ocd-bill/b16401ef-dff0-46fd-b784-237a831d66a5,ocd-bill/9c1f8712-3c23-42e3-832c-893dce354117,HD 5132,193rd,replaces
2e9a2492-aa8b-4d84-a092-016bf3a0aebb,ocd-bill/b4286d97-f24e-4eaf-bcd8-76f2b2cce3af,ocd-bill/39547369-a7f7-4aa2-81d5-08de34446302,HD 5449,193rd,replaces
bbf0b549-4065-4f45-9a92-cb3ea644ddcc,ocd-bill/24a3f303-bd98-4c41-b8d6-48e6e5b3fb5e,ocd-bill/0b94be33-70ae-4fe9-8c4c-e62922388439,HD 5441,193rd,replaces
3644603a-660d-4539-b1f4-3e3a9ef80094,ocd-bill/208f6988-d699-46ca-88c3-66e87aebb62e,ocd-bill/76c0b0f4-8691-4ce9-b4cf-4a96ee9a4103,HD 5259,193rd,replaces
a9d0be0d-bb43-47ce-8df6-9097b6e5f92c,ocd-bill/d52656c9-c1ee-4535-9412-385d9d916d5f,ocd-bill/033cacdb-f869-43ed-aee8-7e0d10a20cd8,HD 5278,193rd,replaces
8e7faf0d-992b-4dc6-bb58-433fb2837a88,ocd-bill/508ea935-afad-4374-bfca-b9e0ce14f1dd,ocd-bill/f892dd96-9544-4c45-8e83-7c2734226119,HD 5351,193rd,replaces
be8953d4-0612-4fde-8b66-f5d98325a086,ocd-bill/d72d4ade-9a69-41df-ba5d-46e3d8a616b2,,SD 3437,193rd,replaces
e3fd29dd-46d6-425e-a0ea-34b4083cbaf3,ocd-bill/71c417a8-0549-4511-be6e-55fb07ba4518,ocd-bill/6190aaa9-9296-46f3-b27c-8ca250912e69,HD 5277,193rd,replaces
1dea6da8-8266-4114-bf9c-835f0bfc2fae,ocd-bill/88251844-8edd-4334-a135-ea803b6f00ba,,HD 5192,193rd,replaces
a5fe4b89-46dd-4f32-9c8c-adf6e48d3fc6,ocd-bill/18f90e9f-bd70-4b6f-9193-54844e7a9f3d,ocd-bill/2eeb9137-6e65-4dee-b86a-f38386680d6c,HD 5330,193rd,replaces
14328dfc-fd1a-4e3c-b69b-6ccea3e43fa3,ocd-bill/75627e9e-8884-40dc-86f6-8ab351766d81,ocd-bill/a83f3ff7-e040-4a6f-a29a-13deaa7f66f5,HD 5334,193rd,replaces
27bb29d0-84de-4172-a8db-449149a6b6cf,ocd-bill/1be2244a-20e7-41ef-91cd-3fdc320323e3,ocd-bill/2c81226f-6c15-49bc-8632-22698440f9c6,HD 5175,193rd,replaces
fe036723-de31-4a35-9c9a-0ed9739b84b5,ocd-bill/d867bd65-52c5-4a0f-8b09-6b87ea04b4cd,ocd-bill/984abb46-bb91-41b2-813e-b245c598e14c,HD 5183,193rd,replaces
17c45e0a-0073-4887-b21d-0e75f5fc9800,ocd-bill/d494a2a4-e1f4-4655-a7b7-926f1aa63bd2,ocd-bill/bea36f83-c342-47c5-bfa5-99dbf17b53bf,HD 5433,193rd,replaces
705fc7f5-d478-4e51-9a5b-6a5557c1de12,ocd-bill/e4c6e24b-04bd-49b2-8de8-a0794d9f61f4,,HD 5204,193rd,replaces
8d281464-ab27-4aea-aadb-20556d392d95,ocd-bill/d6750432-46c5-4e26-9821-729fd0aba2d5,ocd-bill/6bc3dbe9-893f-4853-84e5-297eeef0969d,HD 5432,193rd,replaces
a1486100-1430-4115-aeba-9c0907ff7723,ocd-bill/33cece7c-f719-4bbc-8cf4-ba7bf27708c1,ocd-bill/5942a374-fe35-42e9-8942-4ddfd6eec1b6,HD 5524,193rd,replaces
63b663ed-1776-489f-bab3-5552ee42ccfb,ocd-bill/e46c55b5-f96e-4b61-9ae1-4444715eaf93,ocd-bill/a9ab2085-c24f-46b5-a1da-fecdf770d62d,SD 3398,193rd,replaces
adbb4b2e-8cf4-4843-8267-34d0569f227f,ocd-bill/fa7cfb7e-e472-4428-ab2e-47d12ac205af,ocd-bill/ebff35ef-30f4-4dd1-8252-2833efcb1804,HD 5409,193rd,replaces
11714c28-eecf-4ab4-ae6a-81a5b4ad0631,ocd-bill/3a16191c-7f40-46f4-b0e5-3b159a4ba30f,ocd-bill/0c9060c5-eb33-4fc3-939b-d88e71895a56,HD 5308,193rd,replaces
